date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Up,AROONOSC,BBANDS,Real Lower Band,Real Middle Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD,MACDEXT,MACD,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowK,STOCHF,FastD,STOCHRSI,FastD,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2010-02-24,7030.6699,0.0,0.0,4.9282,7.9825,1003.5709,50.0,25.0,-15.0,10910.446,943.0541,5926.75,0.7916,41.0024,3.7704,6975.9008,4.2247,6018.8827,12.2025,223.7921,-1715.3032,1116.3514,-0.9998,-0.692,6027.0196,1.0,6853.4014,114.8201,626.4286,741.2487,656.7219,1003.5709,346.849,3986.8948,3705.1887,0.0,3550.72,3555.76,33.4388,22881.5581,2.3501,1.9163,0.0,27.7063,746.5748,18.6539,0.0334,1.0003,51.8852,1764.8688,5926.75,67.8939,47.4687,46.7558,47.4687,50.4303,47.4145,5495.2692,7311.5677,70.8301,5611.0587,1.4949,60.4027,-1.1369,6284.81
2010-02-25,7013.4502,0.0,0.0,4.8842,8.2276,758.7878,45.0,20.0,-15.0,10908.3612,942.9229,5925.642,-0.1275,39.719,3.731,7065.1766,4.048,6113.6034,11.9905,243.3763,-1056.9338,309.4195,-0.949,-0.894,6216.184,1.0,6854.2808,81.431,646.7864,728.2174,711.3315,758.7878,47.4563,4017.1604,3706.7486,0.0,3550.72,3555.76,34.6277,21814.5403,-22.1597,1.921,0.0,26.3218,709.2461,13.4306,-0.315,0.9969,51.8655,2085.519,5925.642,49.1939,36.8481,55.1264,36.8481,32.8771,27.7691,5630.5981,7363.9489,134.6499,5805.9322,1.5475,62.6588,-1.379,6388.3052
2010-02-26,7035.04,0.0,0.0,4.8445,8.4642,1074.4627,40.0,15.0,-15.0,10915.6097,943.4793,5929.5445,0.2647,41.0473,3.7792,7141.7046,4.0911,6201.3593,11.8877,251.1695,-470.6699,190.3717,-0.8975,-0.9465,6576.9088,1.0,6856.0814,51.7159,659.7153,711.4312,800.3571,1074.4627,274.1056,4047.3391,3708.4515,0.0,3550.72,3555.76,33.5583,20723.8132,78.0498,1.8773,0.0,26.243,693.1739,18.1489,1.1219,1.0112,51.8896,2386.9303,5929.5445,46.6771,55.7145,65.2615,55.7145,56.7084,46.6719,5767.9831,7401.8639,81.5698,6004.0131,1.5878,64.4886,-1.0754,6493.9622
2010-03-01,7100.75,0.0,0.0,4.8128,8.5972,1100.7668,35.0,10.0,-15.0,10479.7083,2089.4558,6284.582,1.0,42.546,3.9331,7215.3027,4.2095,6287.0155,11.9324,257.6498,-324.9043,50.9374,-0.842,-0.9769,6825.7544,1.0,6862.5959,28.5589,666.8551,695.4139,890.1571,1100.7668,210.6097,4077.8733,3710.2986,0.0,3550.72,3555.76,32.702,19687.6226,7100.75,1.8132,0.0,27.5442,709.2652,18.6021,3.1519,1.0315,51.9665,2670.2569,6284.582,55.3418,73.4626,100.0,73.4626,100.0,63.1952,5905.7713,7439.7751,65.71,6204.68,1.6173,67.0281,-0.1514,6605.5056
2010-03-02,0.0,0.0,0.0,5.1571,8.4809,800.5242,100.0,5.0,80.0,10924.4002,943.9408,5934.1705,0.0,-222.2222,-12.068,5986.3927,11.6983,5688.2522,12.1032,291.4065,-173.8699,-18.1928,-0.4002,-0.931,6722.585,1.0,6866.9912,-446.6854,555.1837,108.4983,879.7888,800.5242,-79.2646,4037.0945,3711.9326,0.0,3550.72,3555.76,31.8255,25738.2913,-7008.23,1.7612,0.0,29.4862,741.1721,14.1867,1.8227,1.0182,43.966,7109.04,5934.1705,61.4214,55.0872,0.0,55.0872,0.0,52.2361,6015.6597,5619.3542,7100.75,6279.0932,1.5042,65.2873,-100.0,6006.9739
2010-03-03,0.0,0.0,0.0,5.4841,8.2944,227.6442,100.0,0.0,85.0,11161.9706,-3.7735,5579.0985,0.0,-166.6667,-12.068,4926.1159,11.6983,5146.5139,12.3675,309.4017,-121.0419,-39.9114,-0.0976,-0.7727,6384.2841,1.0,6869.7942,-726.2049,373.6325,-352.5724,803.5236,227.6442,-575.8794,3996.7236,3713.3565,0.0,3550.375,3554.52,30.84,24451.3767,-7101.4399,1.7197,0.0,30.3651,748.2731,4.0342,0.8902,1.0089,43.966,7100.75,5579.0985,53.961,33.3333,0.0,33.3333,0.0,33.3333,6080.074,4124.8795,0.0,6289.5035,1.294,64.7659,-100.0,5441.8148
2010-03-04,7173.0698,0.0,0.0,5.4485,8.3453,235.3869,95.0,100.0,85.0,11175.6174,-4.3754,5585.621,0.1533,47.3873,4.4054,5314.7354,4.7708,5339.5192,12.6829,-36.1006,-743.8103,-18.1915,0.1547,-0.5892,6139.8694,1.0,6875.2923,-408.9712,271.3897,-137.5815,727.0598,235.3869,-491.6729,4028.487,3714.9322,0.0,3586.5349,3596.5,30.1348,23228.8079,130.4497,1.67,0.0,29.6708,710.8595,4.1674,1.8523,1.0185,52.2027,0.0,5585.621,40.5538,33.241,99.7229,33.241,100.0,33.3333,6116.5104,4766.7915,7193.0,6301.3586,1.1506,70.0003,-0.2771,5593.6216
2010-03-05,0.0,0.0,0.0,5.6367,8.661,-80.2794,100.0,95.0,95.0,11307.4215,-814.9655,5246.228,0.0,-133.3333,-9.5847,4348.4755,9.2124,4830.9936,13.0381,-25.0866,-1325.5515,-399.3843,0.3406,-0.424,5782.0695,1.0,6933.0897,-648.9391,109.1549,-539.7841,645.4396,-80.2794,-725.719,3988.2022,3716.2985,0.0,3586.5349,3596.5,28.614,29205.5877,-6787.8599,1.6437,0.0,32.3887,776.3565,-1.4928,7.4169,1.0742,45.2077,7193.0,5246.228,33.2718,33.241,0.0,33.241,15.0747,38.3582,6110.7089,3438.5762,7173.0698,6248.4772,0.9293,73.145,-100.0,5061.6577
2010-03-08,0.0,0.0,0.0,5.8154,8.9781,-402.7345,100.0,90.0,100.0,11307.4215,-814.9655,5246.228,0.0,-133.3333,-9.5847,3518.0589,9.2124,4370.8989,13.6173,-19.2187,-2499.0591,-663.4001,0.4349,-0.3292,5427.7998,1.0,6984.4065,-766.323,-82.4258,-848.7488,524.2366,-402.7345,-926.9711,3948.3201,3717.4587,0.0,3586.5349,3596.5,28.1324,27745.3083,0.0,1.588,0.0,32.8522,760.8986,-7.881,7.5158,1.0752,45.2077,7193.0,5246.228,33.241,33.241,0.0,33.241,15.0747,43.3831,6055.398,2359.7634,0.0,6128.5602,0.6581,68.6712,-100.0,4562.017
2010-03-09,7294.02,0.0,0.0,5.7834,9.1388,-665.7096,95.0,100.0,100.0,11369.7081,-819.2371,5275.2355,0.022,51.3239,4.7899,4129.5531,5.1754,4649.2914,14.4935,-4.5873,-4301.6181,-2921.2227,0.6483,-0.08,5220.9355,1.0,7046.3919,-333.4862,-165.7974,-499.2836,338.761,-665.7096,-1004.4706,3981.7771,3718.7802,0.0,3647.01,3661.9751,28.2721,26358.0429,580.1499,1.5548,0.0,31.8707,722.8536,-12.3492,8.6411,1.0864,52.3949,0.0,5275.2355,33.2264,33.1971,99.5913,33.1971,100.0,43.3831,5975.8733,3382.9493,7323.9502,5947.1967,0.4855,66.3242,-0.4087,4757.0448
2010-03-10,0.0,0.0,0.0,5.8707,9.3411,-986.0398,100.0,95.0,100.0,11369.7081,-819.2371,5275.2355,0.0,-133.3333,-7.9237,3335.6431,7.5294,4206.5018,15.2761,1.101,1141.5039,-5100.8291,0.7206,0.0192,4959.9663,1.0,7096.9928,-508.6864,-292.969,-801.6554,144.8913,-986.0398,-1130.931,3941.9594,3719.8961,0.0,3647.01,3661.9751,27.5132,32296.3307,0.0,1.5108,0.0,32.2762,714.6309,-19.2542,7.2055,1.0721,46.0381,7323.9502,5275.2355,33.2117,33.1971,0.0,33.1971,11.5548,42.2098,5862.7187,2342.4642,7294.02,5699.5478,0.2605,62.9579,-100.0,4254.6414
2010-03-11,7353.2402,0.0,0.0,5.8144,9.4275,-964.171,95.0,100.0,100.0,11427.8413,-823.9583,5301.9415,0.3322,51.3308,4.3863,3989.419,4.7447,4506.1911,16.198,11.3593,5225.7273,-1442.733,0.8325,0.197,4889.3606,1.0,7148.8989,-119.8948,-322.9427,-442.8374,-81.6236,-964.171,-882.5475,3976.0722,3721.177,0.0,3676.6201,3676.6201,27.2836,30681.5141,534.1201,1.4826,0.0,31.1368,678.8993,-18.7916,7.8327,1.0783,52.1931,0.0,5301.9415,44.3082,66.5304,100.0,66.5304,97.1922,69.5823,5739.4322,3411.1924,7353.2402,5391.0727,0.1306,68.1385,-0.0,4452.5466
2010-03-12,0.0,0.0,0.0,5.843,9.5734,-1279.1902,100.0,95.0,100.0,11450.3022,-1536.2911,4957.0055,0.0,-111.1111,-6.8034,3221.1857,6.3857,4077.0301,17.412,16.317,-522.3022,-516.0528,0.8773,0.281,4757.9886,1.0,7188.5011,-336.245,-407.0039,-743.2489,-346.0632,-1279.1902,-933.127,3936.3115,3722.2527,0.0,3676.6201,3676.6201,26.7191,36423.7085,-6898.7202,1.4363,0.0,32.0992,678.9344,-26.3209,6.7278,1.0673,46.5983,7353.2402,4957.0055,44.3536,33.3333,0.0,33.3333,19.3485,42.6985,5594.6304,2391.2488,7353.2402,5016.8761,-0.055,69.7007,-100.0,3947.5998
2010-03-15,7350.96,0.0,0.0,5.7724,9.428,-1272.7221,95.0,100.0,95.0,11505.5042,-1543.8532,4980.8255,-0.173,52.8259,4.023,3896.6049,4.4313,4388.8329,17.7924,24.9498,4134.4966,-2525.3797,0.9394,0.4218,4731.9478,1.0,7220.8205,18.609,-402.3517,-383.7426,-576.4239,-1272.7221,-696.2981,3970.4579,3723.4937,0.0,3676.6201,3681.405,28.2035,34602.523,476.3999,1.4134,0.0,31.0402,644.9876,-26.0716,6.9299,1.0693,52.0115,0.0,4980.8255,55.4923,66.613,99.8391,66.613,93.9678,70.1695,5450.0095,3474.6957,7362.8101,4643.7148,-0.1493,73.1482,-0.1609,4175.5954
2010-03-16,0.0,0.0,0.0,5.7628,9.364,-1858.9754,100.0,95.0,100.0,11428.3235,-2168.0075,4630.158,0.0,-95.2381,-6.0064,3147.3236,5.5803,3970.8488,17.643,35.8184,4077.9591,1939.3944,0.9872,0.5852,4579.3574,1.0,7258.1531,-225.4038,-458.7026,-684.1064,-808.2706,-1858.9754,-1050.7048,3930.7534,3724.53,0.0,3676.6201,3681.405,27.1181,40166.6967,-7013.3501,1.3822,0.0,33.1169,679.8984,-38.0809,5.8938,1.0589,46.9968,7362.8101,4630.158,44.4087,33.2797,0.0,33.2797,15.5755,42.9639,5292.5694,2465.8512,7350.96,4268.4973,-0.302,72.344,-100.0,3701.2311
2010-03-17,0.0,0.0,0.0,5.7537,9.3868,-2192.4788,100.0,90.0,70.0,11267.7428,-2710.9468,4278.398,0.0,-83.3333,-6.0064,2505.4192,5.5803,3592.6728,17.3259,50.6476,-613.206,706.5444,0.9951,0.7733,4232.5297,1.0,7298.9188,-362.3483,-549.2897,-911.638,-1078.0334,-2192.4788,-1114.4454,3891.4458,3725.3646,0.0,3676.6201,3681.405,26.1632,38158.3619,-7035.2002,1.3524,0.0,35.3101,713.8132,-47.4212,6.2391,1.0624,46.9968,7362.8101,4278.398,44.3908,33.2797,0.0,33.2797,7.1229,38.8887,5114.8875,1650.2375,0.0,3957.0375,-0.4949,73.8659,-100.0,3260.2637
2010-03-18,7443.5698,0.0,0.0,5.7053,9.354,-1858.4725,95.0,100.0,70.0,11316.7473,-2723.6323,4296.5575,-0.4827,61.2358,4.3416,3307.5426,4.7857,3959.4249,17.1065,64.184,901.222,1337.7829,0.9445,0.9002,4007.2058,1.0,7319.4794,50.8514,-536.5769,-485.7255,-1275.6104,-1858.4725,-582.862,3926.9671,3726.3726,0.0,3721.7849,3737.99,26.0363,36250.4438,363.1899,1.3326,0.0,34.1829,678.1225,-37.853,5.1295,1.0513,52.1708,0.0,4296.5575,33.2494,33.1888,99.5665,33.1888,100.0,40.8995,4941.6638,2927.7141,7475.98,3711.9931,-0.583,72.4767,-0.4335,3561.7086
2010-03-19,0.0,0.0,0.0,5.6677,9.1971,-1596.1986,100.0,95.0,70.0,11078.2404,-3193.4505,3942.395,0.0,-74.0741,-5.3809,2651.3636,4.9539,3582.3368,16.8021,74.9239,-2685.6386,1112.8837,0.8667,0.9656,3695.4086,1.0,7325.8322,-162.9681,-577.3189,-740.287,-1408.2175,-1596.1986,-187.9811,3887.6974,3727.1792,0.0,3721.7849,3737.99,27.212,41850.5715,-7083.25,1.3396,0.0,32.5504,644.2164,-34.3458,4.2862,1.0429,47.3095,7475.98,3942.395,33.2191,33.1888,0.0,33.1888,6.0443,37.7224,4761.4132,2055.1985,7443.5698,3466.1061,-0.7217,66.2806,-100.0,3152.5127
2010-03-22,7419.02,0.0,0.0,5.6051,9.0942,-1595.7143,95.0,90.0,70.0,11126.6677,-3207.8287,3959.4195,0.4691,64.3958,4.0037,3436.0247,4.4151,3947.7352,16.4634,111.6398,-798.9019,-371.6636,0.3965,0.9295,3438.4107,1.0,7335.7961,190.2848,-529.7477,-339.4628,-1511.5514,-1595.7143,-84.1629,3923.0106,3728.1584,0.0,3721.7849,3737.99,27.9532,39758.0429,340.4902,1.3376,0.0,30.8363,612.0056,-34.1882,4.8102,1.0481,52.0019,7475.98,3959.4195,44.2153,66.2682,99.2381,66.2682,96.7347,67.593,4595.4298,3275.9701,7426.1299,3352.0579,-0.7635,67.7454,-0.7619,3483.6198
2010-03-23,0.0,0.0,0.0,5.5467,9.109,-1331.3081,100.0,85.0,70.0,10835.6555,-3614.2765,3610.6895,0.0,-66.6667,-4.9101,2768.6166,4.4381,3571.7604,16.0775,190.7425,-3155.294,268.0687,-0.8265,-0.1864,3120.3447,1.0,7368.2513,-66.913,-546.4759,-613.3889,-1549.9146,-1331.3081,218.6064,3883.7805,3728.9365,0.0,3721.7849,3737.99,26.9678,45091.7609,-6974.6001,1.3066,0.0,32.567,636.4756,-30.2361,7.2285,1.0723,47.5449,7426.1299,3610.6895,44.1788,33.0794,0.0,33.0794,10.5937,37.7909,4429.5789,2360.1275,7419.02,3236.0507,-0.8635,72.2437,-100.0,3106.5322
2010-03-24,7422.4102,0.0,0.0,5.483,9.1955,-728.507,95.0,80.0,70.0,10894.2416,-3633.6886,3630.2765,-0.6354,70.0199,3.7751,3543.637,4.2721,3938.4889,15.6918,207.2221,725.6535,-3409.2055,-0.9522,-0.4574,3091.0142,1.0,7376.2575,254.051,-482.9632,-228.9121,-1523.7297,-728.507,795.2226,3919.1668,3729.8877,0.0,3721.7849,3737.99,26.5658,42837.1728,391.7402,1.3048,0.0,31.2163,604.6518,-16.4866,5.5719,1.0557,51.8875,0.0,3630.2765,55.1738,66.1738,99.2834,66.1738,94.1727,67.167,4283.0326,3543.4586,7464.21,3184.6162,-0.871,66.8076,-0.7166,3469.5532
2010-03-25,0.0,0.0,0.0,5.4126,9.284,-1065.7574,100.0,75.0,70.0,10533.5625,-3974.3544,3279.604,0.0,-60.6061,-4.5434,2866.7768,4.075,3563.3948,15.4036,239.2126,3968.0653,1037.6036,-0.9694,-0.8591,3015.7062,1.0,7377.4725,-27.3705,-489.8058,-517.1763,-1500.0149,-1065.7574,434.2575,3879.9752,3730.6381,0.0,3721.7849,3737.99,25.1791,48093.7341,-7013.4502,1.3144,0.0,30.5892,593.8792,-25.6921,5.3062,1.0531,47.7283,7464.21,3279.604,44.1159,33.0945,0.0,33.0945,8.9239,37.8968,4139.9455,2593.5891,7422.4102,3130.2492,-0.9427,54.9503,-100.0,3123.8126
2010-03-26,0.0,0.0,0.0,5.3457,9.2443,-793.4351,100.0,70.0,65.0,10101.1006,-4245.3966,2927.852,0.0,-55.5556,-4.5434,2286.7006,4.075,3224.0238,15.1429,273.2088,-164.4089,519.5141,-0.6664,-0.9984,2984.9657,1.0,7380.84,-197.8598,-539.2707,-737.1305,-1446.7608,-793.4351,653.3257,3841.1754,3731.1908,0.0,3721.7849,3737.99,24.7868,45689.0474,-7035.04,1.2985,0.0,29.343,564.1852,-20.4712,5.2386,1.0524,47.7283,7464.21,2927.852,44.1209,33.0945,0.0,33.0945,4.1139,35.7369,3990.1985,1821.7497,0.0,3072.7932,-1.0617,52.7298,-100.0,2811.4694
2010-03-29,7445.5298,0.0,0.0,5.3013,9.0884,-799.6782,95.0,65.0,60.0,10159.9073,-4269.7253,2945.091,1.2434,84.9173,4.0089,3141.7755,4.4572,3626.072,14.8589,90.7465,973.8529,969.3179,0.6978,0.9999,3177.1425,1.0,7388.7252,185.7257,-492.8393,-307.1136,-1329.0611,-799.6782,529.383,3877.2189,3731.9209,0.0,3722.7649,3737.99,24.1892,43404.595,344.7798,1.2569,0.0,28.6478,536.2059,-20.5583,4.8555,1.0486,52.0045,0.0,2945.091,33.1463,33.2499,99.7497,33.2499,100.0,37.6793,3855.9919,3130.9871,7448.71,3080.1518,-1.0757,55.2952,-0.4073,3241.7244
2010-03-30,0.0,0.0,0.0,5.2266,8.9704,-527.427,100.0,60.0,55.0,10159.9073,-4269.7253,2945.091,0.0,-55.5556,-4.2374,2530.1082,3.8065,3280.7318,14.5407,294.6153,-1874.9417,944.0258,-0.3483,-0.9091,3105.1655,1.0,7397.056,-54.2495,-506.4017,-560.6512,-1144.0554,-527.427,616.6284,3838.4468,3732.4536,0.0,3722.7649,3737.99,23.4228,48649.5152,0.0,1.2307,0.0,30.2245,555.0158,-14.5797,4.5509,1.0455,47.8813,7448.71,2945.091,33.1981,33.2499,0.0,33.2499,3.5781,35.8973,3723.5445,2279.3845,7445.5298,3085.2358,-1.148,57.0388,-100.0,2961.2396
2010-03-31,7450.7998,0.0,0.0,5.1762,8.8582,-537.4224,95.0,55.0,50.0,10654.1152,-4018.8532,3317.631,-0.5287,75.6763,3.7972,3358.0711,4.2187,3677.8812,14.2068,228.9815,-589.1024,-357.3393,-0.9976,-0.7545,3145.9839,1.0,7402.3547,278.2919,-436.8287,-158.5369,-997.272,-537.4224,459.8496,3874.5703,3733.1641,0.0,3725.3999,3737.99,23.1725,46217.0394,7450.7998,1.1833,0.0,29.9015,527.265,-14.7811,3.9938,1.0399,51.8986,0.0,3317.631,44.3462,66.5387,99.8665,66.5387,97.5237,67.034,3612.2007,3521.0095,7460.7598,3158.0544,-1.1214,50.6396,-0.3368,3390.3547
2010-04-01,7539.02,0.0,0.0,5.1326,9.0716,71.2773,90.0,100.0,100.0,10712.4998,-4040.6428,3335.9285,0.9589,76.0468,3.8895,4088.9625,4.3045,4045.6087,13.8477,117.3002,-2472.9278,232.7353,0.304,0.8886,3379.3364,1.0,7419.1466,481.7463,-316.3921,165.3542,-811.9969,71.2773,883.2743,3911.2148,3734.0544,0.0,3769.51,3771.46,21.9292,43906.1875,365.9502,1.174,0.0,32.9386,583.0619,1.9499,5.1017,1.051,51.9447,0.0,3335.9285,55.4645,66.6049,99.9483,66.6049,98.6034,66.5684,3534.316,4564.9599,94.98,3231.7406,-1.0164,53.6933,-0.0517,3792.3917
2010-04-05,7600.9302,0.0,0.0,5.0944,9.4314,682.0928,85.0,100.0,100.0,11148.9036,-3716.9536,3715.975,1.0,69.5577,3.9576,4729.7899,4.3681,4384.2107,13.4782,124.4304,639.5949,-3103.4625,0.1834,0.8248,3658.1064,1.0,7438.4173,590.8492,-168.6798,422.1693,-558.9072,682.0928,1241.0,3948.1119,3735.1247,0.0,3800.4651,3800.4651,21.1505,41710.8781,7600.9302,1.1469,0.0,35.0961,611.919,18.5451,4.2464,1.0425,51.9788,150.8584,3715.975,77.694,99.9383,100.0,99.9383,99.3772,98.5015,3496.8331,5433.8961,61.9102,3372.0672,-0.851,60.3572,-0.0,4198.5824
2010-04-06,7604.4399,0.0,0.0,5.0589,9.7597,673.5987,80.0,100.0,95.0,11507.8425,-3315.4486,4096.197,0.0608,63.4641,3.9616,5281.0461,4.3858,4690.8992,13.1626,133.5869,4097.8333,914.4022,0.0247,0.7243,4113.2461,1.0,7456.1352,630.0212,-11.1745,618.8467,-336.1398,673.5987,1009.7385,3984.6752,3736.3724,0.0,3802.22,3808.1299,20.4349,39625.3342,7604.4399,1.1272,0.0,34.8027,596.6527,18.2058,4.2771,1.0428,51.9808,374.3606,4096.197,88.8247,99.931,99.8448,99.931,100.0,99.3269,3502.4464,6139.3702,58.0098,3514.0794,-0.642,69.2129,-0.1552,4568.9124
2010-04-07,7546.1802,0.0,0.0,5.0225,9.9796,1285.3151,75.0,95.0,95.0,11542.9907,-3325.3806,4108.805,-0.6583,62.3449,3.8849,5742.8065,4.3297,4962.8307,12.875,150.7071,586.8624,902.639,-0.2707,0.4893,4406.8075,1.0,7462.2643,617.9306,143.3081,761.2388,-112.3818,1285.3151,1397.6969,4020.2903,3737.792,0.0,3802.22,3808.1299,21.8456,37686.3775,252.1602,1.1378,0.0,33.0091,566.82,34.5789,3.4571,1.0346,51.9424,664.0365,4108.805,95.4728,86.5492,59.8029,86.5492,53.3453,84.2409,3550.5579,6691.1353,88.5,3657.2475,-0.4056,66.5959,-0.9201,4897.4822
2010-04-08,7565.3301,0.0,0.0,4.9854,10.0432,1006.5333,70.0,90.0,85.0,11815.6342,-2841.4912,4487.0715,0.2053,56.9448,3.9094,6140.6318,4.2819,5210.6878,12.6996,163.0205,3441.9356,1218.9985,-0.4698,0.292,4789.4796,1.0,7468.8689,577.8751,287.7769,865.652,117.8727,1006.5333,888.6606,4055.7407,3739.3818,0.0,3802.22,3808.1299,22.6511,35836.3585,7565.3301,1.1399,0.0,31.2211,538.479,25.113,3.2433,1.0324,51.9547,942.1255,4487.0715,87.6479,76.4633,69.7423,76.4633,31.9802,61.7752,3638.5953,7134.3291,93.4199,3868.0243,-0.1542,68.4949,-0.6687,5226.6751
2010-04-09,0.0,0.0,0.0,5.0183,10.2917,1006.5333,100.0,85.0,100.0,11572.6576,-3333.8386,4119.4095,0.0,-74.0741,-6.0647,5106.8162,5.6422,4714.4318,12.3542,197.3702,1074.5714,4119.1895,-0.886,-0.2985,4950.1549,1.0,7480.8019,37.0506,297.0396,334.0902,317.8692,1006.5333,688.6641,4015.1833,3740.7608,0.0,3802.22,3808.1299,21.7843,41526.1807,-7353.2402,1.1166,0.0,33.2818,567.0151,25.113,3.7509,1.0375,46.9676,7616.2598,4119.4095,68.7314,43.1817,0.0,43.1817,0.0,28.4419,3734.1441,5519.5123,7565.3301,4011.3245,-0.0492,74.195,-100.0,4799.3349
2010-04-12,7641.75,0.0,0.0,4.9767,10.4845,1006.7855,95.0,100.0,95.0,11853.6677,-2850.6737,4501.497,0.3961,58.366,3.7579,5600.479,4.1862,4993.224,12.0338,225.2302,-1796.8808,2530.4156,-1.0,-0.7099,5019.1575,1.0,7492.926,181.1007,342.3147,523.4154,518.5874,1006.7855,488.1981,4051.4489,3742.3142,0.0,3820.875,3830.5649,21.3608,39449.8716,7641.75,1.08,0.0,34.4892,569.2742,25.0068,3.7879,1.0379,51.879,0.0,4501.497,58.7138,56.4964,99.747,56.4964,97.9681,43.3161,3844.0299,6168.2775,7661.1299,4290.9429,0.0956,72.309,-0.253,5134.7959
2010-04-13,0.0,0.0,0.0,4.9814,10.7653,1006.7855,100.0,95.0,95.0,11613.4446,-3345.5466,4133.949,0.0,-74.0741,-5.4584,4636.8449,5.0713,4517.6789,11.9697,255.1906,-2053.1017,2082.6525,-0.8644,-0.9668,5045.8441,1.0,7502.2234,-228.9046,285.0886,56.184,689.0555,1006.7855,317.73,4010.9344,3743.6573,0.0,3820.875,3830.5649,21.6377,45106.4181,-7350.96,1.0428,0.0,34.0172,540.8105,25.0068,3.6994,1.037,47.2708,7661.1299,4133.949,44.3091,33.249,0.0,33.249,6.0791,34.6824,3942.9346,4708.9631,7641.75,4502.8746,0.1139,67.1677,-100.0,4706.0819
2010-04-14,7728.96,0.0,0.0,4.9335,11.3379,1353.5978,95.0,100.0,80.0,11903.6483,-2862.8544,4520.397,0.9999,58.8083,3.6529,5208.0411,4.0232,4823.5152,11.9626,281.7133,-2669.3876,670.8074,-0.5488,-0.9792,5288.6358,1.0,7520.2435,16.7566,289.2777,306.0344,899.1688,1353.5978,454.429,4048.1147,3745.1796,0.0,3864.48,3864.4851,20.2178,42851.0972,7728.96,1.0457,0.0,37.1809,600.9901,31.3093,4.0699,1.0407,51.8264,0.0,4520.397,52.1093,66.5823,99.9999,66.5823,97.4277,67.1583,4043.5849,5513.3783,7728.9702,4784.2099,0.1916,71.0491,-0.0001,5048.4639
2010-04-15,0.0,0.0,0.0,4.9153,11.8771,1013.6762,100.0,95.0,85.0,11903.6483,-2862.8544,4520.397,0.0,-83.3333,-4.9879,4296.4055,4.5697,4364.1328,11.9467,311.2215,-3598.957,-94.5144,-0.0659,-0.7522,5235.5033,1.0,7532.6612,-326.0275,207.7709,-118.2567,1003.8798,1013.6762,9.7964,4007.6335,3746.4919,0.0,3864.48,3864.4851,19.7328,48346.9325,0.0,1.019,0.0,37.2278,585.7107,25.0738,3.2851,1.0329,47.5061,7728.9702,4520.397,44.3882,33.3333,0.0,33.3333,10.9627,38.1565,4124.8638,4163.4815,7728.96,4997.8106,0.1574,70.181,-100.0,4617.9499
2010-04-16,0.0,0.0,0.0,4.898,11.7636,1013.6762,100.0,90.0,85.0,11653.9592,-3357.5222,4148.2185,0.0,-74.0741,-4.9879,3511.1763,4.5697,3948.5011,11.9557,-20.6047,-2270.3332,-2941.8638,0.413,-0.3519,5178.1811,1.0,7533.9667,-525.6813,76.3505,-449.3308,1040.7224,1013.6762,-27.0462,3967.5572,3747.5972,0.0,3864.48,3864.4851,27.1702,45929.5858,-7443.5698,1.0983,0.0,33.398,556.4251,25.0738,1.8949,1.0189,47.5061,7728.9702,4148.2185,44.4163,33.3333,0.0,33.3333,5.1049,37.8318,4173.6342,3056.514,0.0,5075.1403,0.0418,62.1424,-100.0,4187.4359
2010-04-19,7596.5601,0.0,0.0,4.861,11.4435,1016.4645,95.0,85.0,85.0,11923.703,-2867.6099,4528.0465,0.1316,56.1973,3.7503,4214.6057,4.1572,4295.9353,12.108,6.6021,798.7393,-2256.6509,0.7837,0.115,5123.3556,1.0,7536.7683,-139.1647,41.5594,-97.6053,1078.8186,1016.4645,-62.3542,4003.8472,3748.8784,0.0,3864.48,3864.4851,28.11,43633.1066,7596.5601,1.1015,0.0,31.5852,528.6039,25.0847,2.839,1.0284,51.8751,7651.6805,4528.0465,33.143,32.7623,98.2868,32.7623,100.0,38.6892,4211.3523,4125.3355,7598.7002,5151.5625,0.0191,63.5952,-1.7132,4515.8494
2010-04-20,7669.1099,0.0,0.0,4.8301,11.4307,732.3395,90.0,80.0,85.0,11956.535,-2875.433,4540.551,0.9057,57.2654,3.8307,4834.2651,4.2435,4617.19,12.332,33.5239,360.1248,-1855.0956,0.98,0.5523,5069.2899,1.0,7543.8913,114.6428,70.2201,184.8628,1017.3769,732.3395,-285.0374,4040.4999,3750.3366,0.0,3864.48,3864.4851,26.7617,41451.4512,250.0898,1.0888,0.0,34.7385,580.1336,16.8466,3.3709,1.0337,51.9154,0.0,4540.551,43.9777,65.8374,99.2255,65.8374,100.0,68.3683,4252.8305,5023.482,80.1001,5159.4732,0.0671,64.6542,-0.7745,4814.9983
