date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Middle Band,Real Lower Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,PHASE,HT_SINE,SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Signal,MACD_Hist,MACDEXT,MACD_Signal,MACD_Hist,MAMA,FAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2004-07-01,8.93,54222537.8885,33170.5989,16.3679,21.683,-0.0306,85.0,100.0,-15.0,29.185,28.0747,26.9645,-0.9836,-164.9185,-11.8381,27.8314,0.4758,27.7199,24.6554,287.7023,0.6455,0.4862,-0.4586,-0.9526,27.8787,1.0,27.7419,0.0355,0.1859,-0.1504,-0.0306,0.601,-0.6316,29.7881,30.2624,45.9782,27.885,27.99,20.2905,3.3981,-1.61,3.1256,-35262575.0,20.4845,3.4306,-0.1098,-5.669,0.9433,44.081,29.1538,28.0747,12.2989,30.335,12.2989,0.4132,0.4299,0.0,27.5692,27.8244,0.67,28.0766,0.0454,49.8097,-99.5868,27.8905
2004-07-02,8.8667,53652327.0777,-248769.578,15.7335,21.29,-0.1988,80.0,100.0,-20.0,29.2817,27.9992,26.7168,-0.6892,-172.5224,-13.8901,27.6177,3.6815,27.6132,24.2595,-34.681,-0.2081,0.7336,0.1791,-0.569,27.9634,1.0,27.7037,-0.0571,0.1373,-0.1944,-0.1988,0.4419,-0.6407,29.7562,30.2599,42.1325,27.79,27.85,21.0704,3.5082,-1.51,3.1297,-36043975.0,19.5741,3.259,-0.7118,-5.3718,0.9463,43.0549,29.0826,27.9992,9.1645,16.0595,9.1645,3.7037,0.4299,0.0,27.6338,27.5144,0.74,28.0178,0.0412,42.0852,-96.2963,27.75
2004-07-06,8.7133,52536860.0777,-696414.6432,15.3863,21.0443,-0.3659,75.0,100.0,-25.0,29.3759,27.8817,26.3876,-0.541,-198.4371,-18.7119,27.35,8.7891,27.4729,23.9856,-25.0622,-2.3303,0.4433,0.341,-0.4236,27.9796,1.0,27.6084,-0.1656,0.0767,-0.2423,-0.3659,0.28,-0.6459,29.72,30.2572,35.8958,27.56,27.67,22.4795,3.6928,-2.35,3.1422,-37159442.0,18.8472,3.0961,-1.3094,-8.2485,0.9175,40.644,28.9793,27.8817,1.3723,7.6119,1.3723,0.0,-0.0,0.0,27.6787,27.1413,0.61,27.9454,0.0328,39.2119,-100.0,27.5729
2004-07-07,9.03,51400133.4516,-1177917.4925,14.9763,20.803,-0.4192,70.0,95.0,-25.0,29.2424,27.7902,26.3381,0.0374,-73.0486,-5.8292,27.2922,7.1851,27.4365,23.8333,-20.3802,-2.4696,-0.765,0.4166,-0.3482,27.9529,1.0,27.5881,-0.173,0.0268,-0.1998,-0.4192,0.1278,-0.547,29.6937,30.2543,41.0287,27.56,27.67,20.2479,3.5081,-1.83,3.1978,-34571575.0,23.3828,4.0513,-1.5014,-6.3278,0.9367,47.0854,28.8373,27.7902,19.6454,10.0607,19.6454,55.2326,30.3439,91.0317,27.7064,27.0842,1.72,27.876,0.0244,36.9645,-68.9542,27.4975
2004-07-08,8.94,51177901.5675,-1338522.6674,14.4204,20.4111,-0.4527,65.0,90.0,-25.0,29.0849,27.6822,26.2796,-0.4783,-107.324,-8.7905,27.1941,3.8588,27.3778,23.9786,-18.0844,-1.2634,-1.1046,0.4527,-0.3104,27.9018,1.0,27.5517,-0.1983,-0.0183,-0.1801,-0.4527,-0.0071,-0.4456,29.665,30.2514,37.6734,27.54,27.67,20.7744,3.5627,-2.16,3.1972,-35473575.0,22.442,3.8487,-1.6237,-7.4534,0.9255,45.6048,28.7025,27.6822,31.5891,17.5356,31.5891,39.5349,56.0152,77.0141,27.7185,26.9703,0.69,27.8062,0.0154,39.7451,-77.7778,27.4051
2004-07-09,9.07,51805521.5675,-1082843.6328,13.9262,19.9969,-0.4359,60.0,85.0,-25.0,28.9711,27.6147,26.2584,0.65,-74.3993,-3.8264,27.1812,4.5368,27.3618,24.3818,-13.4581,-0.6192,-1.3949,0.5231,-0.2327,27.8493,1.0,27.5429,-0.1848,-0.0516,-0.1333,-0.4359,-0.1223,-0.3136,29.6405,30.2483,42.3819,27.54,27.67,20.0365,3.3846,-1.35,3.104,-34576975.0,21.9409,3.7063,-1.5659,-4.7269,0.9527,48.0868,28.5743,27.6147,52.3256,34.52,52.3256,62.2093,89.3486,100.0,27.7181,26.9814,0.6,27.7347,0.0074,44.075,-65.0327,27.3601
2004-07-12,9.1267,52210252.8089,-751029.2116,13.5877,19.2996,-0.4692,55.0,80.0,-25.0,28.8434,27.5557,26.2681,0.3621,-42.5976,-1.6972,27.2017,7.1555,27.3635,24.367,-7.4772,0.5341,-1.4063,0.6091,-0.1301,27.8012,1.0,27.5394,-0.1586,-0.073,-0.0856,-0.4692,-0.2219,-0.2472,29.6179,30.2452,45.5367,27.54,27.67,19.3376,3.2154,-1.18,3.0364,-33924908.0,22.3182,3.711,-1.6878,-4.1317,0.9587,49.1514,28.4526,27.5557,57.9457,47.2868,57.9457,72.093,92.338,100.0,27.7084,27.0379,0.58,27.653,0.0008,44.4458,-59.4771,27.3378
2004-07-13,9.24,52577170.4559,-430265.0414,13.5132,18.8524,-0.4883,50.0,75.0,-25.0,28.8507,27.5612,26.2718,0.5294,10.5894,2.5117,27.2818,12.0983,27.3975,23.827,-1.0191,1.6387,-1.1881,0.6944,-0.0178,27.7533,0.0,27.5404,-0.1091,-0.0802,-0.0289,-0.4883,-0.3022,-0.1862,29.5989,30.242,51.4742,27.54,27.67,18.7327,3.0546,0.11,2.9412,-33111308.0,23.8893,3.8954,-1.7577,0.3984,1.004,51.2559,28.337,27.5612,74.511,61.5941,74.511,89.2308,100.0,100.0,27.6935,27.1753,0.51,27.5652,-0.0035,48.8439,-48.366,27.3534
2004-07-14,9.095,52323817.7313,-340540.5622,13.168,18.2904,-0.5799,45.0,70.0,-25.0,28.7948,27.522,26.2492,-0.0217,-28.7096,-2.9004,27.2724,6.6084,27.3868,22.9702,1.6779,2.368,-0.4742,0.7275,0.0293,27.6809,0.0,27.5365,-0.1037,-0.0849,-0.0188,-0.5799,-0.3823,-0.1976,29.5757,30.2386,46.5232,27.54,27.67,20.0104,3.2419,-0.785,2.9688,-34359975.0,22.8423,3.7007,-2.0908,-2.7966,0.972,48.5498,28.2271,27.522,72.3643,68.2737,72.3643,55.7692,84.0383,52.1148,27.6746,27.1773,0.71,27.4727,-0.0074,49.1566,-62.5817,27.3271
2004-07-15,9.0633,52042130.4586,-362504.6292,12.84,17.7565,-0.5809,40.0,65.0,-25.0,28.7268,27.476,26.2252,-0.2,-33.6676,-4.0647,27.2476,6.6084,27.368,21.9684,9.4212,1.6414,0.2797,0.8133,0.1637,27.6078,1.0,27.5303,-0.106,-0.0891,-0.0169,-0.5809,-0.4434,-0.1374,29.5519,30.2352,43.3468,27.54,27.67,19.32,3.0798,-0.92,2.9314,-35033575.0,22.0542,3.5156,-2.0993,-3.2729,0.9673,47.9677,28.1228,27.476,62.4138,69.7631,62.4138,42.2414,50.7049,0.0,27.6524,27.156,0.55,27.3841,-0.011,51.3268,-65.6863,27.2955
2004-07-16,8.74,51003917.4586,-668875.463,12.6138,17.2245,-0.5739,35.0,100.0,-65.0,28.7444,27.394,26.0436,-0.8369,-124.3241,-15.0173,27.0508,8.317,27.2587,21.1124,20.914,0.8664,0.5077,0.9129,0.357,27.5155,1.0,27.4892,-0.1839,-0.1081,-0.0758,-0.5739,-0.4851,-0.0888,29.5186,30.2316,41.7443,27.54,27.605,23.8361,3.9458,-1.64,3.1567,-36512242.0,20.1757,3.3398,-2.082,-5.8866,0.9411,42.4914,28.0236,27.394,36.454,57.0774,36.454,11.3514,17.3716,0.0,27.6239,26.8888,1.41,27.2965,-0.0176,42.4508,-93.4169,27.1759
2004-07-19,8.7933,51122775.5231,-695583.6505,12.399,16.719,-0.5775,30.0,95.0,-65.0,28.6983,27.3117,25.9252,-0.3871,-136.6492,-12.7816,26.9112,8.317,27.175,20.4321,32.9803,0.2886,0.7685,0.9781,0.5444,27.4154,1.0,27.4542,-0.2301,-0.1325,-0.0976,-0.5775,-0.5086,-0.0689,29.4872,30.2279,36.976,27.54,27.605,22.932,3.7485,-1.645,3.0982,-35284042.0,19.4104,3.1728,-2.1017,-5.8698,0.9413,43.6092,27.9028,27.3117,24.5309,41.1329,24.5309,20.0,4.2513,12.7539,27.5883,26.7141,0.62,27.2165,-0.0255,44.8012,-88.4013,27.0793
2004-07-20,9.1233,51942242.5231,-382535.35,11.891,16.0081,-0.4834,25.0,90.0,-65.0,28.6685,27.2942,25.92,1.0,-41.8637,-0.1081,26.9717,2.2393,27.1936,19.8442,42.3061,-0.71,0.7075,0.9989,0.6731,27.3476,1.0,27.4536,-0.1847,-0.1429,-0.0417,-0.4834,-0.5157,0.0323,29.466,30.2241,40.2854,27.54,27.605,21.4667,3.5611,-0.35,3.0305,-34464575.0,22.4501,3.7242,-1.7622,-1.2626,0.9874,49.946,27.7893,27.2942,37.2749,32.7533,37.2749,80.4734,37.5846,100.0,27.549,26.8313,1.06,27.1608,-0.0312,50.7289,-57.3668,27.0849
2004-07-21,8.8733,51230493.5035,-446159.7923,11.5788,15.4906,-0.4437,20.0,85.0,-65.0,28.6488,27.2487,25.8487,-0.5784,-47.9303,-8.3233,26.8888,5.6475,27.1389,19.289,62.8912,-1.2547,0.3062,0.9516,0.8901,27.2707,1.0,27.4417,-0.2068,-0.1557,-0.0511,-0.4437,-0.5147,0.0711,29.4375,30.2201,40.5421,27.54,27.605,20.1618,3.383,-0.91,3.1516,-35205375.0,22.5753,3.788,-1.6195,-3.3055,0.9669,45.8383,27.6825,27.2487,46.1205,35.9754,46.1205,37.8882,52.5507,44.898,27.506,26.7361,1.02,27.1151,-0.0373,42.1034,-80.8777,27.0206
2004-07-22,8.9867,52193093.5035,-125346.174,11.0243,14.9691,-0.3327,15.0,80.0,-65.0,28.5108,27.1842,25.8577,0.5128,-76.1041,-4.2327,26.8801,0.4876,27.1219,18.7215,73.3229,-1.2694,-0.1672,0.8803,0.9579,27.2026,0.0,27.4316,-0.1947,-0.1635,-0.0312,-0.3327,-0.5033,0.1706,29.4128,30.2161,35.747,27.54,27.605,21.7331,3.6339,-1.29,3.101,-34242775.0,21.5222,3.5986,-1.2162,-4.5664,0.9543,47.8836,27.62,27.1842,59.1226,47.506,59.1226,59.0062,72.411,72.3349,27.4606,26.7496,0.78,27.0747,-0.0426,46.9006,-70.2194,26.9931
2004-07-23,8.7667,51873714.1931,-84329.8221,10.6037,14.6462,-0.3289,10.0,75.0,-65.0,28.398,27.0927,25.7875,-0.5287,-109.3693,-11.093,26.7541,2.6137,27.0436,18.1466,70.6211,-0.9792,-0.6969,0.9017,0.9433,27.0849,1.0,27.3978,-0.2356,-0.1779,-0.0577,-0.3289,-0.4877,0.1588,29.3816,30.2119,31.3522,27.54,27.605,21.4232,3.6022,-1.83,3.1966,-35084775.0,20.3318,3.4187,-1.2054,-6.5055,0.9349,44.4535,27.62,27.0927,37.9585,47.7339,37.9585,16.9811,43.5189,13.3238,27.4116,26.5928,0.93,27.039,-0.0491,46.201,-90.9091,26.9089
2004-07-26,8.6367,51537436.7131,-166881.438,10.4797,14.5542,-0.3297,5.0,100.0,-95.0,28.0409,26.9412,25.8416,-0.21,-157.1576,-14.8856,26.576,8.1237,26.9357,17.6314,292.9483,0.5082,-0.9737,-0.3754,-0.9209,26.971,1.0,27.3036,-0.2961,-0.2015,-0.0946,-0.3297,-0.4701,0.1403,29.3469,30.2076,26.3995,26.955,27.415,22.5176,3.8221,-3.03,3.2755,-35849042.0,19.134,3.2477,-1.2118,-10.4699,0.8953,42.5572,27.5234,26.9412,30.0192,42.3668,30.0192,14.0704,28.5529,0.0,27.3571,26.3666,1.0,26.9983,-0.0576,45.5289,-92.1569,26.7963
2004-07-27,8.89,52014209.1269,-33781.2003,10.267,14.1326,-0.3226,0.0,95.0,-95.0,27.8657,26.8747,25.8838,0.6207,-70.7333,-5.6417,26.5621,6.2258,26.9104,17.2033,306.7929,1.0759,-0.1535,-0.1428,-0.8008,26.8845,1.0,27.2896,-0.2795,-0.2171,-0.0624,-0.3226,-0.4415,0.1189,29.3202,30.2032,30.1175,26.815,26.955,21.4027,3.631,-1.33,3.1805,-35190642.0,18.8939,3.2053,-1.1879,-4.75,0.9525,47.1791,27.3909,26.8747,27.7709,31.9162,27.7709,52.2613,33.3658,86.7735,27.2991,26.3829,0.84,26.9623,-0.0649,53.5433,-60.7547,26.7705
2004-07-28,8.69,52073328.4427,42550.6065,10.5792,13.8917,-0.3683,0.0,100.0,-100.0,27.8258,26.8077,25.7897,-0.2556,-140.4391,-11.5556,26.4428,16.5102,26.8303,16.7862,-37.7866,0.1187,0.0643,0.1256,-0.6127,26.8237,1.0,27.2627,-0.3112,-0.2359,-0.0752,-0.3683,-0.4179,0.0496,29.2877,30.1986,31.0942,26.815,26.615,24.3565,4.2494,-1.34,3.3461,-36313909.0,17.4536,3.0451,-1.3594,-4.8887,0.9511,44.2222,27.2676,26.8077,36.7856,31.5253,36.7856,44.0252,39.3442,31.2591,27.237,26.2452,1.33,26.9177,-0.0729,53.5703,-71.8876,26.6938
2004-07-29,8.93,51912325.7595,18680.8914,10.3692,13.3685,-0.4173,40.0,95.0,-55.0,27.7529,26.7757,25.7986,0.2475,3.6806,-3.3718,26.4724,6.3785,26.8265,16.3493,-5.5603,-0.0784,-0.0391,0.6353,-0.0969,26.8065,0.0,27.2577,-0.275,-0.2437,-0.0312,-0.4173,-0.4005,-0.0169,29.2627,30.1939,37.8493,26.815,26.615,22.5977,4.0369,-0.64,3.3341,-35063042.0,19.8878,3.5528,-1.542,-2.3332,0.9767,48.3141,25.37,26.7757,55.8811,40.1459,55.8811,71.3568,72.6775,100.0,27.1735,26.3238,1.29,26.8707,-0.079,49.5018,-42.9719,26.6921
2004-07-30,8.97,52812031.936,293487.8921,10.221,12.9773,-0.3971,35.0,90.0,-55.0,27.7607,26.7817,25.8028,0.6765,-16.9244,-2.0583,26.5213,7.4059,26.8344,15.9916,16.438,-0.623,-0.1227,0.8783,0.283,26.8048,0.0,27.2559,-0.2339,-0.2418,0.0078,-0.3971,-0.3804,-0.0166,29.2391,30.1891,37.775,26.815,26.615,22.1804,3.9151,0.12,3.2797,-34043375.0,19.1216,3.3752,-1.4699,0.4479,1.0045,48.9708,25.37,26.7817,64.2563,52.3077,64.2563,77.3869,77.0864,100.0,27.1112,26.4239,0.68,26.8321,-0.083,56.6063,-38.1526,26.7049
2004-08-02,9.16,54200625.3278,821053.3905,9.7874,12.5869,-0.3479,30.0,85.0,-55.0,27.8463,26.8257,25.8052,0.5361,72.8104,4.0384,26.6682,1.5496,26.8959,15.7642,40.324,-0.184,-0.6836,0.9967,0.6471,26.8145,0.0,27.259,-0.1536,-0.2242,0.0705,-0.3479,-0.3653,0.0175,29.2216,30.1843,44.2703,26.815,26.615,20.9675,3.7193,0.88,3.2275,-32294108.0,21.6275,3.8364,-1.289,3.3083,1.0331,52.0192,25.3899,26.8257,81.4063,67.1812,81.4063,95.4751,100.0,100.0,27.054,26.6574,0.97,26.8087,-0.0835,57.1139,-15.261,26.7714
2004-08-03,9.0333,53656058.6611,788963.2104,9.4096,12.1929,-0.2038,25.0,80.0,-55.0,27.8501,26.8737,25.8974,-0.2778,64.8611,-0.1475,26.7269,2.2307,26.9154,15.6067,62.5142,0.6679,-0.3216,0.9536,0.8871,26.8158,0.0,27.2566,-0.1193,-0.2032,0.0839,-0.2038,-0.3387,0.1349,29.2003,30.1794,44.1178,26.815,26.615,20.1083,3.5334,0.96,3.242,-33447308.0,21.0259,3.6946,-0.7571,3.6725,1.0367,49.9262,25.4337,26.8737,83.1369,76.2665,83.1369,76.5487,91.0522,73.1566,27.0029,26.7527,0.72,26.7848,-0.0825,56.9069,-30.5221,26.7975
2004-08-04,8.95,53933588.0729,792416.2941,9.1745,11.7975,-0.1204,20.0,75.0,-55.0,27.833,26.8617,25.8905,-0.1471,-11.2756,-2.8543,26.733,4.7082,26.9091,15.5109,82.0218,0.5582,-0.0984,0.7984,0.9903,26.7928,0.0,27.254,-0.111,-0.1847,0.0738,-0.1204,-0.3151,0.1947,29.1768,30.1744,34.6628,26.815,26.615,22.1865,3.8567,-0.24,3.2371,-34390908.0,20.1913,3.5099,-0.448,-0.8859,0.9911,48.5728,25.4996,26.8617,71.5569,78.7,71.5569,42.6471,60.0468,6.9837,26.9577,26.7675,0.69,26.7519,-0.0812,60.5346,-40.5622,26.7953
2004-08-05,8.1833,50814793.6816,-270552.5957,10.1336,12.0299,-0.2454,15.0,100.0,-85.0,28.1484,26.7482,25.3481,-0.6908,-273.5512,-23.0542,26.3218,28.3565,26.6845,15.4855,113.8938,0.8257,0.1217,0.3601,0.9143,26.6901,1.0,27.162,-0.2867,-0.2051,-0.0815,-0.2454,-0.3058,0.0604,29.1306,30.1692,28.5986,26.135,25.98,31.0106,5.9739,-2.27,3.9234,-39908775.0,17.3089,3.3344,-0.9169,-8.4638,0.9154,38.4729,27.63,26.7482,43.9812,66.225,43.9812,12.7479,26.7135,0.0,26.9092,26.1843,2.75,26.7013,-0.0868,48.1542,-88.0319,26.5751
2004-08-06,7.92,49188323.168,-1198321.1598,11.2328,12.4102,-0.3426,10.0,100.0,-90.0,28.4691,26.5757,24.6824,-0.5586,-293.6722,-28.4344,25.8258,32.1179,26.4059,15.4953,257.7049,0.5434,0.5653,-0.8415,-0.9771,26.5485,1.0,26.9648,-0.4841,-0.2609,-0.2231,-0.3426,-0.3073,-0.0353,29.0769,30.1637,23.7786,25.74,25.735,31.7617,6.1652,-3.45,4.0848,-42137642.0,16.3191,3.1677,-1.2868,-12.6792,0.8732,35.7828,27.5947,26.5757,19.7088,45.0823,19.7088,3.7313,2.3279,0.0,26.849,25.5046,1.11,26.6263,-0.0999,44.2817,-96.4706,26.2905
2004-08-09,8.0,48934487.8739,-1549690.3333,12.2771,12.8951,-0.4819,5.0,95.0,-90.0,28.5673,26.4067,24.2462,0.0735,-223.3742,-25.6254,25.4446,32.1179,26.1768,15.587,293.3807,-0.3686,0.6597,-0.3684,-0.9179,26.3921,1.0,26.7995,-0.6141,-0.3315,-0.2825,-0.4819,-0.325,-0.157,29.0261,30.158,25.6238,25.74,25.735,30.6321,5.8569,-3.38,3.9834,-40699242.0,15.7387,3.0093,-1.8176,-12.3448,0.8766,37.1873,27.515,26.4067,8.7269,24.139,8.7269,9.7015,3.3102,9.9305,26.7729,25.0164,0.68,26.5423,-0.1174,41.8764,-90.8235,26.0452
2004-08-10,8.1767,50284369.3087,-1123043.5992,13.1234,13.1457,-0.5498,0.0,90.0,-90.0,28.4666,26.2472,24.0279,0.5652,-157.6736,-19.5475,25.2156,29.2034,26.02,15.709,306.013,-1.3198,0.4189,-0.1562,-0.8089,26.2473,1.0,26.6857,-0.6666,-0.3986,-0.2681,-0.5498,-0.3451,-0.2047,28.9811,30.1521,27.4306,25.62,25.655,29.5111,5.5641,-3.19,3.8431,-39065175.0,16.1705,3.0488,-2.0799,-11.5079,0.8849,40.2263,27.4369,26.2472,13.2899,13.9085,13.2899,26.4368,14.8908,34.7418,26.6816,24.7629,0.69,26.4521,-0.136,43.2975,-77.5061,25.8665
2004-08-11,7.8667,49200610.1811,-1191243.876,14.0924,13.4662,-0.6446,0.0,100.0,-100.0,28.5076,26.063,23.6184,-0.6596,-160.1898,-26.1472,24.8532,32.5031,25.7895,15.6455,-43.4594,-2.3631,-0.2206,0.0269,-0.6878,26.0722,1.0,26.5059,-0.7744,-0.4737,-0.3007,-0.6446,-0.3704,-0.2742,28.9273,30.146,27.4808,25.54,25.565,30.0181,5.6859,-3.685,4.013,-40441842.0,15.2912,2.8964,-2.4476,-13.5056,0.8649,36.9264,27.3604,26.063,13.2945,11.7704,13.2945,3.7453,23.4696,25.7365,26.5728,24.3243,1.03,26.3491,-0.1578,35.7822,-97.5787,25.6143
2004-08-12,7.68,48206895.8953,-1427030.9096,15.2334,13.9236,-0.7913,65.0,100.0,-35.0,28.5717,25.8555,23.1393,-0.5714,-162.8002,-29.7975,24.4436,36.9136,25.5276,15.5014,-33.384,-2.6191,-1.4697,0.2014,-0.5502,25.874,1.0,26.2777,-0.8947,-0.5579,-0.3368,-0.7913,-0.4142,-0.3772,28.8684,30.1396,26.9517,25.26,25.28,31.8239,5.9716,-4.15,4.0721,-41833042.0,14.6637,2.7516,-3.0226,-15.263,0.8474,35.1013,27.2446,25.8555,12.1091,12.8978,12.1091,6.1453,20.1594,0.0,26.4443,23.8314,0.77,26.223,-0.183,34.9042,-97.6596,25.3264
2004-08-13,7.4867,46699371.6695,-1873425.9579,16.5436,14.4713,-0.9245,60.0,100.0,-40.0,28.7522,25.6675,22.5828,-0.7742,-158.3794,-33.387,23.9904,41.4364,25.2355,15.636,-25.2409,-0.9594,-2.5613,0.3381,-0.4264,25.6357,1.0,26.0506,-1.025,-0.6513,-0.3737,-0.9245,-0.4783,-0.4462,28.8044,30.1329,26.4197,24.97,24.96,33.6582,6.313,-3.76,4.1755,-44209309.0,13.9366,2.614,-3.5539,-14.3402,0.8566,33.3065,27.072,25.6675,5.7606,10.3881,5.7606,7.3913,8.5788,0.0,26.2937,23.2907,0.93,26.0601,-0.212,32.3398,-96.8165,25.003
2004-08-16,7.7233,47785617.4853,-1540106.9947,17.7058,14.7984,-1.0708,55.0,95.0,-40.0,28.7564,25.507,22.2576,0.6184,-118.4782,-25.142,23.7343,39.7881,25.0388,16.0988,-16.3156,1.1563,-2.2529,0.48,-0.2809,25.4048,1.0,25.922,-1.0588,-0.7328,-0.326,-1.0708,-0.5746,-0.4962,28.748,30.126,31.6296,24.97,24.96,32.1085,5.9973,-3.21,4.0307,-42414642.0,13.8303,2.5833,-4.1409,-12.1683,0.8783,37.429,26.8329,25.507,17.2658,11.7119,17.2658,38.2609,19.8585,59.5756,26.124,23.0475,0.86,25.8517,-0.2406,38.981,-83.5206,24.7652
2004-08-17,7.9767,48409575.4685,-1065207.4247,18.0462,14.8125,-1.1864,50.0,90.0,-40.0,28.5355,25.335,22.1345,0.6471,-72.7724,-16.9936,23.6574,24.5134,24.9332,16.3833,-4.5503,1.5647,-1.2838,0.6488,-0.0793,25.2179,1.0,25.8215,-1.0126,-0.7888,-0.2238,-1.1864,-0.693,-0.4934,28.6998,30.1189,33.4934,24.97,24.96,30.0905,5.6975,-3.44,3.9562,-40603642.0,18.2425,3.4541,-4.6118,-12.5685,0.8743,41.5032,26.6057,25.335,40.6437,21.2234,40.6437,76.2791,53.1919,100.0,25.9411,23.0619,1.19,25.6045,-0.2656,45.2423,-69.2884,24.615
2004-08-18,8.0933,48982175.4685,-591902.3801,18.2433,14.6338,-1.3208,45.0,85.0,-40.0,28.393,25.218,22.043,0.6806,-48.8785,-13.4138,23.6604,21.9878,24.871,16.4146,8.7046,0.6713,-0.8183,0.806,0.1513,25.0538,1.0,25.7733,-0.9369,-0.8184,-0.1185,-1.3208,-0.8125,-0.5082,28.6556,30.1116,37.3664,24.97,24.96,28.9324,5.4126,-2.34,3.8525,-39131242.0,18.5026,3.4614,-5.1606,-8.7904,0.9121,43.2931,26.3899,25.218,68.1951,42.0349,68.1951,90.0452,86.5252,100.0,25.752,23.1807,0.72,25.3365,-0.2861,47.1279,-62.7341,24.5145
2004-08-19,8.05,49261048.9379,-255735.8144,18.4305,14.5171,-1.446,40.0,80.0,-40.0,28.1796,25.0775,21.9754,0.0816,-48.4457,-14.4374,23.6449,21.9878,24.8023,16.4496,23.4628,0.1157,-0.9462,0.9302,0.3982,24.9167,1.0,25.7072,-0.8773,-0.8302,-0.0471,-1.446,-0.9351,-0.5109,28.6106,30.1041,37.77,24.97,24.96,28.1561,5.142,-2.81,3.781,-39850442.0,18.0061,3.2883,-5.6768,-10.4228,0.8958,42.7813,26.1849,25.0775,83.4957,64.1115,83.4957,84.1629,98.2917,94.875,25.5612,23.259,0.49,25.0626,-0.3029,44.7893,-65.1685,24.4128
2004-08-20,8.1867,49457864.0506,-32341.4276,18.2365,14.3581,-1.5357,35.0,75.0,-40.0,28.0479,24.9905,21.9331,0.6056,-25.2206,-10.1157,23.7112,14.5502,24.7792,16.6329,31.2761,0.5979,-1.1257,0.9715,0.5192,24.8331,1.0,25.681,-0.7879,-0.8217,0.0338,-1.5357,-1.0522,-0.4835,28.5701,30.0964,40.3116,24.97,24.96,27.0492,4.8849,-1.74,3.6766,-39114975.0,20.1776,3.6439,-6.0529,-6.616,0.9338,44.9421,25.9902,24.9905,87.5679,79.7529,87.5679,88.4956,98.2917,100.0,25.3743,23.4428,0.71,24.818,-0.3149,49.1146,-57.4906,24.3635
2004-08-23,8.2467,50456383.1995,379697.9533,17.9345,14.1008,-1.4629,30.0,70.0,-40.0,27.9614,24.932,21.9026,0.2553,-17.4487,-8.2269,23.8058,12.1961,24.7755,16.8814,46.1396,1.7804,-0.7346,0.9998,0.721,24.7419,0.0,25.6665,-0.6945,-0.7963,0.1018,-1.4629,-1.1537,-0.3093,28.5318,30.0886,45.2042,24.97,24.96,25.6441,4.6406,-1.17,3.6573,-36981775.0,20.0689,3.6317,-5.7791,-4.5156,0.9548,45.8865,25.8052,24.932,86.4059,85.8232,86.4059,86.5591,98.2917,100.0,25.1959,23.652,0.94,24.6032,-0.3223,54.919,-54.1199,24.3397
2004-08-24,8.2067,49320896.4525,152450.2847,17.3758,13.9775,-1.3236,25.0,65.0,-40.0,27.7536,24.8295,21.9054,-0.4337,0.61,-9.3185,23.8699,6.7621,24.7607,17.1597,61.248,2.1041,0.2684,0.9601,0.8767,24.6372,0.0,25.6347,-0.623,-0.7616,0.1386,-1.3236,-1.2291,-0.0945,28.4927,30.0806,46.2422,24.97,24.96,24.4631,4.4086,-2.05,3.6599,-38309175.0,21.3642,3.8501,-5.2426,-7.6865,0.9231,45.3408,25.6294,24.8295,75.7429,83.2389,75.7429,52.1739,94.1414,82.4242,25.0287,23.8022,0.83,24.4065,-0.3262,53.4063,-56.367,24.31
2004-08-25,8.3167,49656964.6343,152556.9978,16.9269,13.648,-1.1513,20.0,60.0,-40.0,27.6429,24.7735,21.9041,0.4318,6.1008,-5.6799,23.9891,8.3966,24.7787,17.6015,68.2079,1.1479,0.9405,0.9191,0.9285,24.5809,0.0,25.6238,-0.5336,-0.716,0.1824,-1.1513,-1.2691,0.1178,28.4572,30.0725,50.5143,24.97,24.96,24.0449,4.3282,-1.12,3.6073,-36666175.0,20.3197,3.6576,-4.5772,-4.2961,0.957,47.16,25.4625,24.7735,70.295,77.4812,70.295,72.1519,94.1414,100.0,24.876,24.0194,0.88,24.2416,-0.326,53.7913,-50.1873,24.3214
2004-08-26,7.93,47424114.829,-571720.3757,17.0619,13.6414,-1.1042,15.0,55.0,-40.0,27.3664,24.6235,21.8806,-0.0671,-42.6947,-16.0223,23.8849,19.6265,24.6845,18.2841,82.864,0.1367,1.0162,0.7895,0.9923,24.4671,0.0,25.5326,-0.5499,-0.6828,0.1329,-1.1042,-1.2891,0.1849,28.4106,30.0642,41.7922,24.97,24.96,27.6707,5.1718,-3.0,3.9282,-41947042.0,18.5911,3.4747,-4.4087,-11.1982,0.888,41.9889,25.39,24.6235,48.5027,64.8469,48.5027,21.1823,60.8081,0.0,24.735,23.9033,1.59,24.106,-0.3263,48.1168,-71.9101,24.2278
