date,Share Price,AD,ADOSC,ADX,ADXR,APO,AROON,Aroon Down,AROONOSC,BBANDS,Real Lower Band,Real Upper Band,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,QUADRATURE,HT_SINE,LEAD SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACD_Hist,MACD_Signal,MACDEXT,MACD_Signal,MACD_Hist,MAMA,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,SlowD,STOCHF,FastK,STOCHRSI,FastK,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
2003-12-02,10.8596,121879625.2629,1004287.1939,14.4481,14.3251,-0.749,20.0,75.0,-55.0,29.039,27.2616,30.8164,-0.0435,-67.9775,-10.3819,28.4716,11.2439,28.695,23.8687,-11.4418,-0.3805,0.8384,-0.1984,0.5528,29.136,1.0,29.435,-0.2015,-0.1001,-0.1015,-0.749,-0.2532,-0.4959,24.4051,26.3502,51.9913,29.55,29.43,29.9726,2.7065,-1.45,1.6016,84404300.0,23.9137,2.1594,-2.5721,-4.892,0.9511,44.809,29.6903,29.039,63.5833,72.3961,63.5833,22.0,57.2948,0.0,29.3205,28.1524,0.45,28.9031,0.035,56.1604,-87.5758,28.6322
2003-12-03,10.9058,121879625.2629,945532.8055,14.1471,14.4458,-0.7639,15.0,70.0,-55.0,28.9735,27.19,30.757,0.5,-54.9337,-7.774,28.423,8.4291,28.6584,23.2134,6.1776,-0.0686,0.9897,0.1076,0.7791,29.1027,1.0,29.3934,-0.2047,-0.0826,-0.1221,-0.7639,-0.3723,-0.3916,24.4149,26.3698,51.9633,29.55,29.43,29.0252,2.5712,-1.31,1.5645,85541950.0,24.5125,2.1714,-2.6253,-4.4227,0.9558,46.113,29.5756,28.9735,54.0,66.5193,54.0,43.75,46.4287,39.2862,29.2616,28.1235,0.28,28.7735,0.0234,55.3803,-83.9394,28.5628
2003-12-04,10.8711,122374079.8083,992865.8378,13.98,14.8793,-0.732,10.0,65.0,-55.0,28.8835,27.1391,30.6279,0.3182,-61.9798,-9.4628,28.3659,10.8047,28.6166,22.7473,16.5616,0.2577,0.4785,0.285,0.8793,29.0555,1.0,29.3203,-0.212,-0.0719,-0.1401,-0.732,-0.4769,-0.2551,24.4248,26.3883,47.3242,29.55,29.43,29.5385,2.5626,-1.8,1.5371,84635450.0,23.7778,2.0628,-2.5192,-5.996,0.94,45.2686,29.4679,28.8835,33.25,50.2778,33.25,34.0,17.711,13.8468,29.1987,28.081,0.26,28.6518,0.0125,55.3796,-86.6667,28.491
2003-12-05,10.717,120921429.8083,459762.0022,14.0431,15.5419,-0.7256,5.0,60.0,-55.0,28.7495,27.114,30.385,-1.0,-83.0368,-16.6067,28.2453,15.2412,28.5407,22.4723,32.5406,0.2259,-0.0419,0.5379,0.9764,28.977,1.0,29.1431,-0.2472,-0.0857,-0.1615,-0.7256,-0.565,-0.1606,24.4346,26.4026,38.235,29.42,29.43,30.8328,2.6645,-2.68,1.5532,83182800.0,22.6772,1.9597,-2.5026,-8.7869,0.9121,41.6967,29.3666,28.7495,25.9167,37.7222,25.9167,0.0,17.711,0.0,29.1314,27.947,0.4,28.5403,0.001,47.7586,-98.7879,28.3897
2003-12-08,10.6747,121018887.8728,230886.9079,14.3739,16.0794,-0.719,0.0,100.0,-100.0,28.584,27.261,29.907,-0.2903,-114.0429,-18.4689,28.1227,20.6594,28.4616,22.3166,40.3589,0.1986,-0.3219,0.6476,0.9967,28.8837,1.0,28.8711,-0.2807,-0.0954,-0.1853,-0.719,-0.6312,-0.0878,24.4446,26.4157,31.4426,28.98,29.11,33.2322,2.8313,-3.31,1.5373,82751200.0,21.8521,1.8617,-2.4859,-10.6705,0.8933,40.7655,29.2714,28.584,18.1434,25.77,18.1434,20.4301,4.6156,0.0,29.0594,27.8136,0.31,28.4459,-0.0109,47.9,-94.0252,28.2907
2003-12-09,10.6323,120926546.5685,86885.1445,14.7059,16.2047,-0.6992,0.0,100.0,-100.0,28.4515,27.3032,29.5998,-0.2174,-135.7668,-20.3414,27.9987,21.0137,28.3796,22.1855,45.4363,-0.0061,-0.6907,0.7125,1.0,28.7717,1.0,28.6643,-0.3126,-0.1018,-0.2108,-0.6992,-0.6728,-0.0264,24.4545,26.4276,32.401,28.725,28.8,32.5542,2.7097,-2.65,1.5079,82043250.0,21.2483,1.7686,-2.4237,-8.7603,0.9124,39.8293,29.1488,28.4515,10.3188,18.1263,10.3188,10.5263,0.0,0.0,28.9825,27.681,0.23,28.3738,-0.0231,47.1102,-96.1538,28.197
2003-12-10,10.7093,121359196.5685,157738.0464,14.9233,16.2571,-0.6518,0.0,95.0,-95.0,28.3565,27.3291,29.3839,0.6667,-117.1997,-15.2745,27.9298,19.0549,28.3244,22.0434,46.3939,-0.2265,-0.43,0.7241,0.9997,28.6415,1.0,28.572,-0.318,-0.0858,-0.2322,-0.6518,-0.6944,0.0426,24.4644,26.4413,37.4942,28.725,28.685,31.7511,2.5742,-1.9,1.4582,82475900.0,21.5875,1.7502,-2.2649,-6.3973,0.936,42.3627,29.0169,28.3565,23.3058,17.256,23.3058,38.961,15.5255,46.5765,28.9018,27.63,0.2,28.3161,-0.0346,45.1988,-87.3418,28.135
2003-12-11,10.9906,121910646.5685,347844.8656,14.2349,15.6758,-0.5732,0.0,90.0,-90.0,28.2905,27.5172,29.0638,0.6818,43.0197,0.7768,28.0047,1.1558,28.344,21.8678,45.8483,-0.2098,-0.4483,0.7175,0.9999,28.5295,1.0,28.5698,-0.2604,-0.0226,-0.2379,-0.5732,-0.6967,0.1235,24.4744,26.4622,43.7682,28.475,28.495,28.6288,2.4455,-1.32,1.497,83578800.0,29.2983,2.5027,-1.9947,-4.4221,0.9558,50.3884,28.8956,28.2905,46.6127,26.7458,46.6127,90.3509,48.8588,100.0,28.8214,27.7835,0.84,28.2707,-0.0431,59.3404,-48.2412,28.1515
2003-12-12,11.1177,122428896.5685,558891.3039,13.8588,15.0803,-0.4886,0.0,85.0,-85.0,28.266,27.6057,28.9263,0.5,148.6498,6.9427,28.1306,6.7124,28.3931,21.6423,46.9646,-0.4711,-0.5224,0.7309,0.9994,28.4483,1.0,28.5745,-0.186,0.0415,-0.2275,-0.4886,-0.678,0.1894,24.4845,26.4862,50.146,28.23,28.31,27.316,2.3232,-0.49,1.4735,84718950.0,31.247,2.6576,-1.7029,-1.6695,0.9833,53.4713,27.5,28.266,75.0289,48.3158,75.0289,95.7746,82.1922,100.0,28.7452,27.9999,0.39,28.2423,-0.0482,62.7797,-16.0494,28.2057
2003-12-15,11.1947,121121840.4147,178538.6793,14.1616,15.1786,-0.3857,100.0,80.0,20.0,28.2805,27.566,28.995,-0.9846,243.6272,10.4911,28.2766,19.9141,28.4566,21.3759,43.2051,-0.599,0.1407,0.6846,0.9995,28.3732,1.0,28.5797,-0.1096,0.0943,-0.2039,-0.3857,-0.6377,0.252,24.4946,26.5119,57.296,28.33,28.6,24.7436,2.2071,0.29,1.5347,86067500.0,37.049,3.3047,-1.3469,1.008,1.0101,55.2456,27.5142,28.2805,85.6782,69.1066,85.6782,70.9091,100.0,100.0,28.6767,28.233,0.84,28.2275,-0.0499,54.5211,-29.0909,28.2813
2003-12-16,11.1793,122119440.4147,324127.2712,14.1039,15.0028,-0.2538,95.0,75.0,20.0,28.3145,27.5306,29.0984,0.2414,138.9509,9.6112,28.396,13.0078,28.5103,21.0886,55.7204,-0.4803,0.748,0.8263,0.9825,28.3374,1.0,28.592,-0.0517,0.1218,-0.1735,-0.2538,-0.581,0.3272,24.5048,26.537,56.5439,28.33,28.6,27.4509,2.4167,0.68,1.5168,85069900.0,35.6603,3.1394,-0.8886,2.3994,1.024,54.8056,27.5579,28.3145,77.9971,79.5681,77.9971,67.3077,98.8616,96.5848,28.6179,28.4159,0.33,28.2222,-0.0491,60.6095,-30.9091,28.3518
2003-12-17,11.1562,122585203.4581,502417.457,14.0491,14.9361,-0.17,90.0,70.0,20.0,28.3375,27.5075,29.1675,0.2609,123.2259,8.25,28.4884,13.0078,28.5531,20.7658,75.0906,-0.194,1.5112,0.9663,0.8652,28.3323,1.0,28.5988,-0.0106,0.1303,-0.1409,-0.17,-0.5185,0.3485,24.5151,26.5612,50.6148,28.33,28.6,26.6233,2.2959,0.46,1.4889,84439750.0,34.5851,2.9825,-0.5963,1.614,1.0161,54.125,27.6008,28.3375,62.9611,75.5455,62.9611,50.6667,91.1715,76.9297,28.5695,28.5514,0.26,28.2242,-0.0467,61.46,-33.6364,28.4132
2003-12-18,11.1562,123052938.7522,678504.9033,13.9302,14.7456,-0.0774,85.0,65.0,20.0,28.3615,27.4897,29.2333,0.7647,106.7002,8.25,28.5684,11.6716,28.5919,20.4409,97.0159,0.5153,1.771,0.9925,0.6154,28.3417,1.0,28.6057,0.0218,0.1302,-0.1084,-0.0774,-0.4465,0.3691,24.5254,26.5852,50.0243,28.33,28.6,26.2656,2.2411,0.48,1.4731,84439750.0,33.207,2.8333,-0.2717,1.6854,1.0169,54.125,27.6427,28.3615,47.9915,62.9832,47.9915,26.0,70.119,36.8423,28.5315,28.6627,0.34,28.2346,-0.0431,63.2151,-33.6364,28.4725
2003-12-19,11.1138,123083143.591,698469.0433,13.8057,14.6881,0.0061,80.0,60.0,20.0,28.392,27.497,29.287,0.3226,85.6731,5.5864,28.6175,11.4404,28.6164,20.3388,113.9688,1.0595,0.8813,0.9138,0.3589,28.3659,1.0,28.6122,0.0381,0.1172,-0.0791,0.0061,-0.366,0.372,24.5358,26.6078,46.2531,28.33,28.6,25.4169,2.139,0.61,1.4585,83503400.0,31.9838,2.6917,0.0214,2.1601,1.0216,52.7932,27.6839,28.392,30.8361,47.2629,30.8361,15.8416,37.924,0.0,28.5034,28.7249,0.31,28.2568,-0.039,60.8566,-38.6364,28.519
2003-12-22,11.0368,120318493.591,-236522.3579,13.8276,14.7505,0.0688,75.0,55.0,20.0,28.4205,27.5308,29.3102,-0.5,72.151,0.8377,28.6234,14.2434,28.6196,20.5961,125.8691,1.1188,-0.1617,0.8104,0.1587,28.3861,0.0,28.6131,0.0346,0.0909,-0.0563,0.0688,-0.2806,0.3495,24.5463,26.6283,41.9643,28.33,28.6,23.9209,2.0321,0.57,1.4825,80738750.0,31.867,2.7071,0.2423,2.0299,1.0203,50.4189,27.7242,28.4205,13.9472,30.9249,13.9472,0.0,12.2808,0.0,28.4834,28.7232,0.5,28.2914,-0.0352,50.4273,-47.7273,28.5436
2003-12-23,11.0946,114825524.0257,-2345279.8512,14.3076,14.8764,0.1494,70.0,50.0,20.0,28.456,27.5652,29.3468,-0.3261,107.3808,4.2379,28.6558,23.4276,28.6368,20.6941,138.8951,0.8718,-0.9677,0.6574,-0.0679,28.4113,0.0,28.6187,0.0433,0.0797,-0.0364,0.1494,-0.1916,0.341,24.5568,26.65,57.3001,28.33,28.6,21.1902,1.9305,0.71,1.5816,86614950.0,34.1566,3.1117,0.5256,2.5276,1.0253,52.1189,27.7637,28.456,10.0882,18.2905,10.0882,14.4231,15.2906,45.8718,28.4708,28.7598,1.04,28.3402,-0.0312,40.1652,-40.9091,28.5798
2003-12-24,11.0946,112946158.6411,-3592726.007,14.7252,14.9289,0.2225,65.0,45.0,20.0,28.477,27.5746,29.3794,-0.7692,59.3403,4.2379,28.6836,22.6594,28.6524,20.3653,154.7089,0.4279,-1.1901,0.4272,-0.3372,28.4424,0.0,28.622,0.0497,0.0689,-0.0192,0.2225,-0.1032,0.3257,24.5674,26.6715,48.9717,28.33,28.6,20.9087,1.8639,0.42,1.5477,86614950.0,33.1604,2.9562,0.7825,1.4799,1.0148,52.1189,27.8025,28.477,9.6154,11.2169,9.6154,14.4231,30.5812,45.8718,28.4646,28.7888,0.26,28.4025,-0.0271,40.9345,-40.9091,28.6125
2003-12-26,11.0715,114073322.9268,-3417790.252,14.9908,14.9668,0.3083,60.0,40.0,20.0,28.4895,27.5799,29.3991,-0.0714,35.3131,2.6775,28.6965,20.0379,28.6607,19.7725,168.9325,0.1116,-0.8466,0.192,-0.5582,28.467,0.0,28.6233,0.0493,0.0548,-0.0055,0.3083,-0.0146,0.3229,24.578,26.6922,43.5939,28.33,28.6,21.6799,1.8708,0.25,1.5012,83984900.0,32.5455,2.8083,1.0838,0.8775,1.0088,51.3387,27.8404,28.4895,12.79,10.8312,12.79,9.5238,43.4952,38.7419,28.4637,28.7958,0.16,28.4721,-0.0233,39.7665,-43.6364,28.6376
2003-12-29,11.1755,110719527.4723,-4102634.1557,15.5808,15.0988,0.3887,55.0,35.0,20.0,28.522,27.5871,29.4569,-0.8182,80.8144,9.1216,28.7565,26.7905,28.694,19.155,190.9734,-0.0782,-0.5787,-0.1904,-0.8288,28.4943,0.0,28.6344,0.07,0.0604,0.0096,0.3887,0.0714,0.3173,24.5887,26.7153,52.5582,28.33,28.6,20.5517,1.7772,0.65,1.4904,89255150.0,35.5931,3.0779,1.3656,2.292,1.0229,54.5608,27.8776,28.522,19.7283,14.0446,19.7283,35.2381,61.5379,100.0,28.4682,28.8704,0.45,28.5426,-0.0189,40.0881,-31.3636,28.6871
2003-12-30,11.422,116283281.639,-2239545.4128,16.4798,15.4639,0.4278,50.0,30.0,20.0,28.577,27.5205,29.6335,0.4167,141.0993,22.007,28.924,33.5606,28.785,18.6447,201.1833,-0.2533,-0.2137,-0.3614,-0.9148,28.5407,1.0,28.6849,0.1365,0.1015,0.035,0.4278,0.1471,0.2807,24.5995,26.7447,58.1778,28.625,28.6,19.0448,1.6884,1.1,1.495,95324700.0,38.2851,3.394,1.5001,3.8529,1.0385,61.0035,27.914,28.577,46.9841,26.5008,46.9841,96.1905,79.5806,100.0,28.4803,29.0962,0.65,28.614,-0.0122,46.6783,-2.2727,28.7946
2003-12-31,11.6531,118552329.258,-551808.0107,17.701,15.9241,0.4602,100.0,25.0,75.0,28.68,27.4136,29.9464,0.9524,193.2527,31.5804,29.1765,40.9043,28.9245,18.2712,214.3444,-0.2081,0.2405,-0.5642,-0.9828,28.6227,1.0,28.8714,0.2349,0.1599,0.075,0.4602,0.2172,0.243,24.6104,26.7797,61.4828,28.925,28.88,17.7586,1.6039,2.06,1.4929,97707200.0,42.3425,3.8243,1.6089,7.3076,1.0731,65.7902,27.9498,28.68,76.9371,47.8832,76.9371,99.3827,100.0,100.0,28.5033,29.4346,0.61,28.6919,-0.0023,52.4535,-0.3623,28.9539
2004-01-02,11.9421,120121683.6058,688134.4018,19.2537,16.6169,0.5099,100.0,20.0,80.0,28.8145,27.2081,30.4209,-0.087,261.3887,41.0942,29.529,48.7548,29.1222,17.9934,202.7926,-0.0528,0.3958,-0.3874,-0.9258,28.7505,1.0,29.1873,0.3691,0.2353,0.1338,0.5099,0.2824,0.2275,24.6214,26.8219,63.1657,29.3,29.275,16.244,1.5237,2.69,1.513,100483750.0,47.1532,4.4231,1.7759,9.5019,1.095,70.5471,28.0191,28.8145,97.8328,73.918,97.8328,97.9253,100.0,100.0,28.5414,29.9026,0.8,28.7808,0.0122,61.9498,-1.4085,29.1749
2004-01-05,11.9151,118202902.3558,522304.5908,20.8456,17.4444,0.571,100.0,15.0,85.0,28.95,27.1248,30.7752,-0.625,217.1521,39.1927,29.8182,51.0922,29.2944,17.7438,176.1757,0.027,0.5837,0.0667,-0.6584,28.9085,1.0,29.4509,0.4645,0.2646,0.1999,0.571,0.3452,0.2258,24.6327,26.863,67.1066,29.3,29.41,15.4138,1.4476,2.71,1.5182,97413700.0,47.6181,4.472,1.9819,9.6031,1.096,69.5964,28.1403,28.95,93.5708,89.4469,93.5708,83.4043,98.0175,94.0526,28.5964,30.2621,0.48,28.8817,0.0293,65.6277,-10.2094,29.3763
2004-01-06,11.9575,116397377.3558,-167502.3401,22.3923,18.3831,0.6463,100.0,10.0,90.0,29.111,27.1499,31.0721,-0.4375,181.6651,40.5187,30.085,51.7782,29.4606,17.474,145.127,0.253,1.0568,0.5718,-0.1758,29.1214,1.0,29.8073,0.5427,0.2742,0.2685,0.6463,0.4093,0.2369,24.644,26.9048,71.7861,29.32,29.45,14.6268,1.3752,3.22,1.5145,101024750.0,46.0379,4.3284,2.2355,11.5744,1.1157,70.2594,28.2993,29.111,87.7159,93.0398,87.7159,81.8182,97.0125,96.9848,28.6689,30.5776,0.48,28.9958,0.0483,64.236,-9.2308,29.5754
2004-01-07,11.8265,114872773.1892,-919569.9249,23.3036,19.0047,0.7013,95.0,5.0,90.0,29.2605,27.2935,31.2275,-0.1944,127.9483,31.2094,30.2503,40.6187,29.5787,17.1714,147.4178,0.7317,1.2408,0.5385,-0.215,29.3093,1.0,29.9699,0.5707,0.2417,0.3289,0.7013,0.4707,0.2306,24.6555,26.9427,66.874,29.32,29.45,17.9909,1.7364,2.99,1.5719,97365700.0,42.6036,4.1119,2.4182,10.7903,1.1079,65.6047,28.4853,29.2605,73.4502,84.9123,73.4502,55.1282,63.6791,0.0,28.7568,30.7388,0.72,29.1192,0.0672,58.8302,-17.9487,29.7267
2004-01-08,11.865,114614969.6177,-1225665.08,24.1693,19.5463,0.7772,90.0,0.0,90.0,29.4205,27.4998,31.3412,-0.3571,109.4209,32.592,30.4079,40.6187,29.695,16.9394,155.2605,1.1976,1.0027,0.4185,-0.3463,29.4666,1.0,30.1402,0.594,0.2121,0.3819,0.7772,0.5323,0.2449,24.6671,26.9813,70.0648,29.42,29.51,17.4578,1.6496,3.2,1.5339,100974950.0,41.3411,3.9063,2.6721,11.5942,1.1159,66.296,28.6602,29.4205,57.0041,72.7234,57.0041,34.0659,36.9906,13.9869,28.8582,30.8872,0.28,29.2522,0.0856,58.0038,-15.873,29.8733
2004-01-09,11.9498,120959156.1562,779143.0806,25.1106,19.6728,0.8659,85.0,0.0,85.0,29.5815,27.6916,31.4714,0.5769,104.6793,35.5899,30.5804,42.9948,29.8212,16.8664,165.0899,1.5596,0.2441,0.2573,-0.5014,29.6003,1.0,30.3215,0.6231,0.193,0.4302,0.8659,0.5943,0.2716,24.6789,27.0217,76.777,29.785,29.8,16.5018,1.5671,3.22,1.5307,115970300.0,41.394,3.931,2.9658,11.5827,1.1158,67.7949,28.8246,29.5815,49.1453,59.8665,49.1453,58.2418,20.3473,47.0548,28.9714,31.0559,0.52,29.3945,0.1039,55.4214,-11.875,30.0257
2004-01-12,12.2926,128446597.9744,3910828.5356,26.3752,20.117,0.9866,100.0,0.0,100.0,29.7505,27.6718,31.8292,-0.0727,140.8748,45.8459,30.887,50.4014,30.0201,16.8531,173.9017,1.4108,-0.7825,0.1062,-0.628,29.7385,1.0,30.6583,0.7098,0.2237,0.4861,0.9866,0.6607,0.3259,24.6909,27.0706,79.3101,30.28,30.295,14.9597,1.4888,3.38,1.5594,124732200.0,45.3635,4.5145,3.3633,11.8472,1.1185,72.923,28.9791,29.7505,63.1893,56.4462,63.1893,97.2603,53.6806,100.0,29.0981,31.4147,0.93,29.5565,0.1241,58.6077,-1.2085,30.2474
2004-01-13,12.0538,122572897.9744,2967538.1731,27.4342,20.7979,1.076,95.0,45.0,50.0,29.872,27.7325,32.0115,-0.5122,103.1296,30.5971,31.0348,47.5554,30.141,16.8042,182.8029,0.9122,-1.231,-0.0489,-0.7408,29.8788,1.0,30.7288,0.7202,0.1873,0.5329,1.076,0.7327,0.3433,24.703,27.1128,72.9655,30.28,30.295,15.131,1.5243,2.43,1.6098,118858500.0,42.5717,4.2888,3.6535,8.42,1.0842,65.2985,29.1871,29.872,70.0989,60.8112,70.0989,54.7945,49.0183,0.0,29.2357,31.5365,0.62,29.7373,0.1432,49.0911,-19.9396,30.394
2004-01-14,12.2387,123652397.9744,2655347.7363,28.5407,21.3223,1.1766,90.0,40.0,50.0,30.0075,27.7509,32.2641,0.6429,108.6361,36.0463,31.2452,49.5646,30.2962,16.7722,190.7251,0.4041,-1.0271,-0.1861,-0.8263,30.0315,1.0,30.8565,0.7584,0.1804,0.578,1.1766,0.8123,0.3643,24.7153,27.1594,73.8368,30.28,30.295,14.1964,1.4481,2.71,1.6054,122636750.0,42.0992,4.2943,3.9744,9.3255,1.0933,68.0231,29.3805,30.0075,79.4029,70.897,79.4029,86.1538,45.2451,35.7353,29.3834,31.7491,0.63,29.936,0.1624,55.7429,-5.4381,30.5748
2004-01-15,12.3273,125493123.9744,2871923.7634,29.6637,21.8564,1.2608,100.0,35.0,65.0,30.1565,27.7895,32.5235,0.7,106.259,38.4825,31.4639,51.0017,30.4585,16.9218,197.0773,0.0794,-0.4106,-0.2937,-0.8836,30.1996,1.0,31.0119,0.7981,0.176,0.622,1.2608,0.8957,0.365,24.7277,27.2078,75.5562,30.325,30.36,13.4999,1.3757,2.98,1.5923,125343700.0,41.6036,4.2396,4.2351,10.2688,1.1027,69.2413,29.5604,30.1565,78.4513,75.9844,78.4513,94.4056,29.149,51.7118,29.5406,31.9709,0.5,30.1453,0.1815,60.5699,-2.3256,30.7646
2004-01-16,12.2348,127100658.757,3210927.4087,30.7024,22.3163,1.2766,95.0,30.0,65.0,30.2965,27.8981,32.6949,0.8261,86.3118,32.9208,31.6042,50.4377,30.5824,17.4501,202.0556,0.1335,0.4697,-0.3755,-0.9209,30.3752,1.0,31.0993,0.8009,0.1431,0.6578,1.2766,0.9741,0.3025,24.7404,27.2533,74.0836,30.325,30.36,13.1106,1.3269,2.8,1.5933,123168800.0,39.795,4.0276,4.2654,9.6685,1.0967,66.4604,29.7619,30.2965,80.0177,79.2906,80.0177,59.4937,34.2287,15.239,29.7049,32.0778,0.44,30.3503,0.1993,62.7468,-9.3023,30.9173
2004-01-20,12.4621,128254378.757,3424800.9537,31.9927,22.8992,1.2766,100.0,25.0,75.0,30.466,27.9915,32.9405,0.6,112.246,39.2359,31.8276,56.5082,30.7508,18.3447,201.6977,0.5988,0.6272,-0.3697,-0.9184,30.5235,1.0,31.2711,0.841,0.1466,0.6945,1.2766,1.0442,0.2324,24.7532,27.3043,75.6953,30.5,30.57,12.1737,1.2606,3.39,1.6004,126053100.0,43.8077,4.5362,4.2406,11.7058,1.1171,69.6179,29.9474,30.466,80.5009,79.6566,80.5009,87.6033,55.6503,100.0,29.8762,32.3058,0.74,30.5496,0.2172,65.545,-3.886,31.1129
2004-01-21,12.6933,132207628.757,4458801.4081,33.3828,23.6052,1.2691,100.0,20.0,80.0,30.671,28.0889,33.2531,0.4167,134.5791,44.7989,32.124,59.7936,30.9602,19.2943,200.0155,0.6531,-0.0831,-0.3423,-0.9064,30.6568,1.0,31.5524,0.9108,0.1731,0.7377,1.2691,1.1073,0.1618,24.7662,27.3607,77.5685,30.8,30.795,11.4738,1.1975,4.1,1.5838,130006350.0,45.6009,4.7594,4.192,14.2114,1.1421,72.3995,30.1771,30.671,82.3657,80.9614,82.3657,100.0,71.7463,100.0,30.0557,32.6353,0.6,30.7485,0.2362,68.0472,-0.0,31.3494
2004-01-22,12.7703,133448712.0903,4871346.163,34.8045,24.5561,1.2891,100.0,15.0,85.0,30.896,28.2737,33.5183,0.6667,147.2551,46.5169,32.4104,61.8177,31.1688,20.2308,197.5895,0.4633,0.1161,-0.3022,-0.8877,30.7786,1.0,31.8659,0.971,0.1866,0.7844,1.2891,1.1641,0.125,24.7795,27.4186,80.744,30.945,30.945,11.1369,1.1377,4.5,1.5408,133729600.0,47.1985,4.8215,4.235,15.7068,1.1571,73.2585,30.4544,30.896,93.8954,85.5873,93.8954,94.0828,100.0,100.0,30.244,32.9434,0.3,30.9496,0.2559,63.6944,-2.1692,31.5855
2004-01-23,12.882,134132925.8834,4814969.2093,36.2513,25.4882,1.3206,100.0,10.0,90.0,31.128,28.4677,33.7883,-0.2069,151.3664,48.9424,32.7042,63.7393,31.3851,21.2308,194.687,0.667,0.1274,-0.2535,-0.8633,30.8968,1.0,32.1807,1.0302,0.1967,0.8335,1.3206,1.2147,0.106,24.793,27.4788,80.2087,31.09,31.095,10.696,1.0808,4.64,1.5108,136564200.0,48.299,4.8804,4.3147,16.1111,1.1611,74.4712,30.7619,31.128,96.1851,90.8154,96.1851,94.4724,100.0,100.0,30.4415,33.2565,0.4,31.1562,0.2762,69.5965,-2.2403,31.8278
2004-01-26,12.7973,134168866.1612,4365616.9795,37.0729,26.0319,1.3691,100.0,5.0,95.0,31.349,28.7658,33.9322,-0.25,124.8693,43.7371,32.9114,52.6851,31.5598,22.2568,192.5906,0.4707,0.077,-0.218,-0.8442,31.009,1.0,32.3627,1.0474,0.171,0.8763,1.3691,1.2572,0.1119,24.8067,27.5362,81.9338,31.09,31.105,13.9229,1.4367,4.42,1.5532,135270350.0,44.9291,4.6364,4.4496,15.3472,1.1535,71.8685,31.0965,31.349,88.7541,92.9448,88.7541,77.707,82.1244,46.3731,30.6465,33.4406,0.72,31.3645,0.2955,67.1715,-7.0994,32.027
2004-01-27,12.6586,134295496.7168,3825208.3368,37.3935,26.4871,1.3908,95.0,0.0,95.0,31.555,29.1889,33.9211,-0.4444,92.9524,35.5757,33.0185,43.4834,31.6836,23.7474,190.7157,0.6167,1.1194,-0.1859,-0.8263,31.063,1.0,32.4352,1.0201,0.115,0.9051,1.3908,1.2921,0.0986,24.8206,27.5895,81.9541,31.225,31.27,16.455,1.7349,4.12,1.6043,132991000.0,41.7757,4.4045,4.4981,14.3354,1.1434,67.7878,31.418,31.555,69.2113,84.7168,69.2113,35.4545,48.791,0.0,30.8554,33.4822,0.74,31.5614,0.3121,64.6577,-15.4348,32.171
2004-01-28,12.3658,133823302.2723,3106142.1746,36.8517,26.6658,1.36,90.0,0.0,90.0,31.7095,29.6438,33.7752,-0.5,35.9211,20.3856,32.9669,26.5583,31.7233,25.6296,189.9516,1.1566,1.0507,-0.1728,-0.8187,31.0673,1.0,32.4073,0.9265,0.0172,0.9094,1.36,1.3125,0.0475,24.8347,27.6346,76.7195,31.545,31.495,21.7262,2.4282,3.09,1.7408,128741250.0,37.4397,4.1843,4.3814,10.6515,1.1065,60.1928,31.6978,31.7095,44.8506,67.6053,44.8506,21.3904,15.4577,0.0,31.0623,33.3039,1.16,31.7367,0.3238,60.575,-35.4217,32.2229
2004-01-29,12.2502,135016876.216,2909375.7108,35.9761,26.8386,1.2374,85.0,0.0,85.0,31.817,29.9801,33.6539,-0.3239,-6.6039,15.0305,32.8624,19.3392,31.7306,27.8626,190.0556,1.3052,0.0269,-0.1746,-0.8197,31.0383,1.0,32.376,0.8187,-0.0725,0.8912,1.2374,1.3099,-0.0725,24.8489,27.6762,71.9286,31.845,31.705,23.5735,2.6868,2.15,1.792,125351500.0,34.8774,3.9751,3.9719,7.2513,1.0725,57.5152,33.57,31.817,26.0594,46.7071,26.0594,21.3333,0.0,0.0,31.2615,33.0661,0.78,31.8916,0.3304,59.0531,-47.4531,32.2315
2004-01-30,12.3504,135732922.8261,2792224.6506,35.2376,27.2457,1.1704,80.0,0.0,80.0,31.9075,30.2157,33.5993,0.6949,6.2014,18.3442,32.8144,21.2067,31.762,30.4278,190.3121,1.2693,-1.3322,-0.179,-0.8223,30.9988,1.0,32.3624,0.7456,-0.1165,0.8621,1.1704,1.2981,-0.1277,24.8632,27.7201,71.5647,32.07,32.03,22.3553,2.5524,1.81,1.7806,126558550.0,34.3889,3.9263,3.7411,5.9835,1.0598,59.1721,33.5475,31.9075,25.2042,32.0381,25.2042,32.8889,3.8478,11.5434,31.4498,32.9268,0.59,32.0278,0.3335,57.7743,-49.026,32.2546
