date,5. adjusted close,AD,ADOSC,ADX,ADXR,APO,AROON,AROONOSC,BBANDS,BOP,CCI,CMO,DEMA,DX,EMA,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR,HT_SINE,HT_TRENDLINE,HT_TRENDMODE,KAMA,MACD,MACDEXT,MAMA,MFI,MIDPOINT,MIDPRICE,MINUS_DI,MINUS_DM,MOM,NATR,OBV,PLUS_DI,PLUS_DM,PPO,ROC,ROCR,RSI,SAR,SMA,STOCH,STOCHF,STOCHRSI,T3,TEMA,TRANGE,TRIMA,TRIX,ULTSOC,WILLR,WMA
1999-10-14,23.2779,16272495.6458,259913.0809,15.3834,17.2453,0.0072,80.0,-15.0,60.3225,0.3623,-78.2033,-9.7226,60.4482,25.2732,60.6399,21.6286,147.3757,2.0497,-0.2143,60.5478,1.0,60.4581,-0.0029,-0.8132,46.5434,57.6492,60.625,60.155,31.1918,12.4596,-0.94,3.3852,-2752200.0,18.6062,7.4323,0.0118,-1.5682,0.9843,45.1387,63.7369,60.3225,22.4445,34.1997,22.4322,60.4243,60.456,2.07,60.406000000000006,-0.0344,54.0326,-65.8003,60.5555
1999-10-15,22.0943,15617657.1843,12078.6649,16.2045,17.4066,0.0987,75.0,-25.0,60.085,-0.9231,-145.6077,-21.4708,59.6248,31.805,60.198,21.3289,190.8719,1.3474,-0.8278,60.3259,1.0,60.2857,-0.1087,-0.6671,46.6176,51.2325,59.72,59.78,33.1246,13.6466,-4.75,3.6784,-3526100.0,17.1384,7.0606,0.1629,-7.8189,0.9218,39.2646,63.6645,60.085,18.4846,3.3333,0.0,60.4435,59.2866,3.25,60.5219,-0.0405,46.9627,-96.8983,60.1439
1999-10-18,21.5774,15949182.5176,15079.1313,17.4357,17.9181,-0.0279,70.0,-30.0,59.763000000000005,-0.3533,-219.3122,-25.903000000000002,58.6802,40.8288,59.6734,20.8935,223.3749,0.6177,-0.9996,60.0816,1.0,59.9734,-0.2674,-0.5292,46.6911,43.8709,59.065,58.28,37.6624,15.9643,-6.44,3.8753,-4656300.0,15.8244,6.7076,-0.0463,-10.5349,0.8947,37.0485,63.5062,59.763000000000005,18.6698,18.4762,0.0,60.4215,57.9942,3.25,60.5839,-0.053,49.3668,-82.4593,59.63
1999-10-19,19.8257,14216680.1366,-536314.9929,19.14,18.7315,-0.2676,65.0,-35.0,59.3005,-0.6944,-266.0425,-38.3225,57.0653,51.5204,58.7759,20.3319,259.673,-1.9676,-0.8224,59.7239,1.0,59.1897,-0.5212,-0.4105,46.7636,34.4999,56.845,55.905,41.6406,19.916,-9.25,4.7589999999999995,-8936600.0,13.3231,6.3722,-0.4484,-15.5462,0.8445,30.8387,63.1836,59.3005,13.7187,19.3465,0.0,60.335,55.7956,7.56,60.5346,-0.0761,40.9897,-85.7685,58.724
1999-10-20,20.0979,14735372.1366,-548091.0444,20.759,19.4415,-0.6976,60.0,-35.0,58.8725,-0.22,-222.5693,-34.6311,55.8067,51.5204,58.0297,19.8346,280.6102,-4.7387,-0.5648,59.3164,1.0,58.6228,-0.8091,-0.3521,46.8353,32.2138,56.845,55.905,39.885,18.9202,-8.56,4.6562,-7263400.0,12.7614,6.0536,-1.1787,-14.3866,0.8561,32.6844,62.5762,58.8725,21.0341,25.2794,12.907,60.1749,54.1944,2.0,60.357,-0.1055,40.8609,-81.4042,57.9278
1999-10-21,19.2851,14396743.3532,-610827.5834,22.4855,20.3266,-1.3232,55.0,-45.0,58.351000000000006,-0.6113,-204.1067,-39.6892,54.3586,55.2894,57.1583,19.643,296.4439,-4.3955,-0.3182,58.8451,1.0,57.8078,-1.1343,-0.3946,46.906000000000006,27.0345,56.16,55.72,41.2391,19.9742,-10.43,4.9545,-8575100.0,11.8735,5.7509,-2.2528,-17.5856,0.8241,30.1554,61.9932,58.351000000000006,18.5399,10.9938,0.0,59.9316,52.3781,3.37,60.0265,-0.1417,42.9124,-92.2744,56.9761
1999-10-22,18.3461,12659707.3532,-1133656.0236,24.2345,21.2218,-2.1604,50.0,-50.0,57.7635,-0.9520000000000001,-189.6715,-44.8765,52.6918,57.465,56.1432,19.499000000000002,314.2448,-4.6293,-0.0132,58.3037,1.0,56.7473,-1.5013,-0.5598,46.9757,25.6047,54.97,55.095,41.6906,20.2255,-11.75,5.2165,-10496600.0,11.2616,5.4634,-3.7109,-20.1717,0.7983,27.5617,61.275,57.7635,12.517999999999999,1.2807,0.0,59.5947,50.3102,2.5,59.5136,-0.1853,38.9267,-99.3115,55.8475
1999-10-25,18.7407,13750452.8932,-897425.3479,25.97,22.223000000000003,-2.8958,45.0,-55.0,57.223,0.5869,-157.0745,-39.5673,51.4526,58.9454,55.32,19.2239,-33.9371,-5.1936,0.1919,57.7427,1.0,56.0224,-1.8557,-0.8367,47.0443,24.6785,54.97,54.655,41.674,20.0942,-10.81,5.0756,-9254200.0,10.7641,5.1902,-5.0179,-18.5388,0.8146,30.2163,60.3813,57.223,10.7184,19.8807,51.8203,59.167,48.9214,2.13,58.8115,-0.2319,41.0324,-89.07700000000001,54.87
1999-10-26,18.1489,13047138.4316,-942983.2776,27.3011,22.8306,-3.7672,40.0,-60.0,56.604,-0.5969,-132.6433,-42.8729,50.1302,52.5927,54.4324,19.0531,-23.4433,-6.3326,0.3674,57.1218,1.0,55.1197,-2.2035,-1.226,47.1118,23.9823,54.72,54.595,38.9131,19.0895,-12.38,5.3323,-10391400.0,12.0895,5.9307,-6.5944,-21.2059,0.7879,28.5636,59.3396,56.604,10.3605,9.92,19.5567,58.6507,47.4467,3.25,57.9415,-0.2815,40.6754,-96.6359,53.8011
1999-10-27,17.2611,12238560.15,-1133169.7678,28.8219,23.2568,-4.7765,35.0,-65.0,55.8415,-0.537,-136.5876,-47.4144,48.6021,57.716,53.415,19.1566,-14.9687,-6.9284,0.5005,56.3785,1.0,53.8013,-2.5597,-1.7575,47.1782,19.1413,53.595,53.155,41.3731,21.0151,-15.25,5.805,-12396100.0,11.0922,5.6342,-8.4506,-25.8475,0.7415,26.2928,58.2228,55.8415,14.8355,14.7059,0.0,58.0447,45.711999999999996,4.19,56.9325,-0.3354,37.982,-94.1342,52.577
1999-10-28,17.1625,10616160.15,-1624176.0803,30.2666,23.6617,-5.5053,30.0,-65.0,54.9695,-0.8571,-120.2004,-47.8988,47.2618,57.716,52.4707,19.6383,-11.8381,-5.586,0.547,55.6715,1.0,52.1773,-2.9006,-2.3802,47.2434,15.6703,53.47,53.155,39.9252,19.9643,-17.44,5.7476,-14018500.0,10.704,5.3525,-9.8472,-28.6183,0.7138,26.0506,56.8078,54.9695,13.4333,15.674000000000001,0.0,57.3539,44.2887,1.75,55.7933,-0.3913,35.6299,-95.3074,51.4016
1999-10-29,17.9753,10646699.111,-1667672.986,31.1936,23.8171,-5.9972,25.0,-65.0,54.2695,0.5108,-92.75399999999999,-36.9553,46.5042,48.8065,51.8126,20.4551,-4.5113,-5.6881,0.6493,54.9611,1.0,51.4747,-3.1747,-3.0434,47.3075,20.6034,53.47,53.155,37.4128,18.9661,-14.0,5.5634,-12607600.0,12.870999999999999,6.5248,-10.8296,-23.5057,0.7649,31.5223,55.5201,54.2695,26.7661,49.9184,100.0,56.5957,43.7244,3.19,54.5768,-0.4442,37.1378,-85.6405,50.5054
1999-11-01,18.4448,10776999.111,-1492401.4487,31.8681,23.8971,-6.5758,20.0,-65.0,53.5165,0.2569,-72.6061,-31.0585,46.0914,44.6841,51.3304,21.3253,-1.001,-4.3639,0.6946,54.3966,1.0,50.8787,-3.3663,-3.7443,47.3707,21.9942,53.47,53.155,36.0504,18.0178,-15.06,5.3454,-11565200.0,13.7829,6.8886,-11.9699,-24.365,0.7564,34.4707,54.3483,53.5165,44.9745,69.3312,100.0,55.7918,43.638999999999996,1.82,53.3205,-0.4918,39.5739,-80.0563,49.7893
1999-11-02,17.6557,10088980.2431,-1503941.6915,32.6477,24.1567,-6.9917,15.0,-65.0,52.6635,-0.9434,-78.2191,-35.9382,45.3966,47.4597,50.7037,22.3957,2.2338,-3.3243,0.7341,53.9223,1.0,50.0218,-3.5204,-4.4437,47.4328,18.1489,53.47,53.155,37.0297,18.3669,-17.06,5.5419,-12294500.0,13.1938,6.5442,-12.8491,-27.6007,0.7240000000000001,32.0309,53.2819,52.6635,55.1187,46.1066,71.0236,54.95399999999999,43.1162,2.12,52.07899999999999,-0.5368,39.1091,-89.4416,48.9544
